Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumAntall_unike_pasienter
N03AX09,2004,5 - 9,Kvinne,Telemark,8
N03AX09,2004,5 - 9,Kvinne,Troms,
N03AX09,2004,5 - 9,Kvinne,Trøndelag,16
N03AX09,2004,5 - 9,Kvinne,Vest-Agder,6
N03AX09,2004,5 - 9,Kvinne,Vestfold,9
N03AX09,2004,5 - 9,Kvinne,Østfold,8
N03AX09,2004,5 - 9,Mann,Hele landet,216
N03AX09,2004,5 - 9,Mann,Helseregion Midt-Norge,43
N03AX09,2004,5 - 9,Mann,Helseregion Nord-Norge,21
N03AX09,2004,5 - 9,Mann,Helseregion Sør-Øst,98
N03AX09,2004,5 - 9,Mann,Helseregion Vest,54
N03AX09,2004,5 - 9,Mann,Akershus,18
N03AX09,2004,5 - 9,Mann,Aust-Agder,6
N03AX09,2004,5 - 9,Mann,Buskerud,14
N03AX09,2004,5 - 9,Mann,Finnmark,
N03AX09,2004,5 - 9,Mann,Hedmark,14
N03AX09,2004,5 - 9,Mann,Hordaland,36
N03AX09,2004,5 - 9,Mann,Møre og Romsdal,16
N03AX09,2004,5 - 9,Mann,Nordland,10
N03AX09,2004,5 - 9,Mann,Oppland,12
N03AX09,2004,5 - 9,Mann,Oslo,14
N03AX09,2004,5 - 9,Mann,Rogaland,15
N03AX09,2004,5 - 9,Mann,Sogn og Fjordane,
N03AX09,2004,5 - 9,Mann,Telemark,5
N03AX09,2004,5 - 9,Mann,Troms,7
N03AX09,2004,5 - 9,Mann,Trøndelag,27
N03AX09,2004,5 - 9,Mann,Vest-Agder,5
N03AX09,2004,5 - 9,Mann,Vestfold,7
N03AX09,2004,5 - 9,Mann,Østfold,
N03AX09,2004,10 - 14,Kvinne,Hele landet,278
N03AX09,2004,10 - 14,Kvinne,Helseregion Midt-Norge,43
N03AX09,2004,10 - 14,Kvinne,Helseregion Nord-Norge,25
N03AX09,2004,10 - 14,Kvinne,Helseregion Sør-Øst,145
N03AX09,2004,10 - 14,Kvinne,Helseregion Vest,65
N03AX09,2004,10 - 14,Kvinne,Akershus,30
N03AX09,2004,10 - 14,Kvinne,Aust-Agder,7
N03AX09,2004,10 - 14,Kvinne,Buskerud,14
N03AX09,2004,10 - 14,Kvinne,Finnmark,
N03AX09,2004,10 - 14,Kvinne,Hedmark,14
N03AX09,2004,10 - 14,Kvinne,Hordaland,32
N03AX09,2004,10 - 14,Kvinne,Møre og Romsdal,14
N03AX09,2004,10 - 14,Kvinne,Nordland,17
N03AX09,2004,10 - 14,Kvinne,Oppland,15
N03AX09,2004,10 - 14,Kvinne,Oslo,25
N03AX09,2004,10 - 14,Kvinne,Rogaland,22
N03AX09,2004,10 - 14,Kvinne,Sogn og Fjordane,11
N03AX09,2004,10 - 14,Kvinne,Telemark,11
N03AX09,2004,10 - 14,Kvinne,Troms,5
N03AX09,2004,10 - 14,Kvinne,Trøndelag,29
N03AX09,2004,10 - 14,Kvinne,Vest-Agder,5
N03AX09,2004,10 - 14,Kvinne,Vestfold,8
N03AX09,2004,10 - 14,Kvinne,Østfold,16
N03AX09,2004,10 - 14,Mann,Hele landet,321
N03AX09,2004,10 - 14,Mann,Helseregion Midt-Norge,59
N03AX09,2004,10 - 14,Mann,Helseregion Nord-Norge,29
N03AX09,2004,10 - 14,Mann,Helseregion Sør-Øst,158
N03AX09,2004,10 - 14,Mann,Helseregion Vest,75
N03AX09,2004,10 - 14,Mann,Akershus,24
N03AX09,2004,10 - 14,Mann,Aust-Agder,7
N03AX09,2004,10 - 14,Mann,Buskerud,18
N03AX09,2004,10 - 14,Mann,Finnmark,7
N03AX09,2004,10 - 14,Mann,Hedmark,21
N03AX09,2004,10 - 14,Mann,Hordaland,48
N03AX09,2004,10 - 14,Mann,Møre og Romsdal,28
N03AX09,2004,10 - 14,Mann,Nordland,16
N03AX09,2004,10 - 14,Mann,Oppland,30
N03AX09,2004,10 - 14,Mann,Oslo,28
N03AX09,2004,10 - 14,Mann,Rogaland,22
N03AX09,2004,10 - 14,Mann,Sogn og Fjordane,5
N03AX09,2004,10 - 14,Mann,Telemark,12
N03AX09,2004,10 - 14,Mann,Troms,6
N03AX09,2004,10 - 14,Mann,Trøndelag,31
N03AX09,2004,10 - 14,Mann,Vest-Agder,
N03AX09,2004,10 - 14,Mann,Vestfold,7
N03AX09,2004,10 - 14,Mann,Østfold,7
N03AX09,2004,15 - 19,Kvinne,Hele landet,522
N03AX09,2004,15 - 19,Kvinne,Helseregion Midt-Norge,84
N03AX09,2004,15 - 19,Kvinne,Helseregion Nord-Norge,49
N03AX09,2004,15 - 19,Kvinne,Helseregion Sør-Øst,291
N03AX09,2004,15 - 19,Kvinne,Helseregion Vest,98
N03AX09,2004,15 - 19,Kvinne,Akershus,62
N03AX09,2004,15 - 19,Kvinne,Aust-Agder,29
N03AX09,2004,15 - 19,Kvinne,Buskerud,24
N03AX09,2004,15 - 19,Kvinne,Finnmark,6
N03AX09,2004,15 - 19,Kvinne,Hedmark,25
N03AX09,2004,15 - 19,Kvinne,Hordaland,44
N03AX09,2004,15 - 19,Kvinne,Møre og Romsdal,37
N03AX09,2004,15 - 19,Kvinne,Nordland,28
N03AX09,2004,15 - 19,Kvinne,Oppland,23
N03AX09,2004,15 - 19,Kvinne,Oslo,60
N03AX09,2004,15 - 19,Kvinne,Rogaland,44
N03AX09,2004,15 - 19,Kvinne,Sogn og Fjordane,10
N03AX09,2004,15 - 19,Kvinne,Telemark,13
N03AX09,2004,15 - 19,Kvinne,Troms,15
N03AX09,2004,15 - 19,Kvinne,Trøndelag,47
N03AX09,2004,15 - 19,Kvinne,Vest-Agder,11
N03AX09,2004,15 - 19,Kvinne,Vestfold,17
N03AX09,2004,15 - 19,Kvinne,Østfold,27
N03AX09,2004,15 - 19,Mann,Hele landet,324
N03AX09,2004,15 - 19,Mann,Helseregion Midt-Norge,75
N03AX09,2004,15 - 19,Mann,Helseregion Nord-Norge,42
N03AX09,2004,15 - 19,Mann,Helseregion Sør-Øst,134
N03AX09,2004,15 - 19,Mann,Helseregion Vest,73
N03AX09,2004,15 - 19,Mann,Akershus,18
N03AX09,2004,15 - 19,Mann,Aust-Agder,18
N03AX09,2004,15 - 19,Mann,Buskerud,16
N03AX09,2004,15 - 19,Mann,Finnmark,8
N03AX09,2004,15 - 19,Mann,Hedmark,10
N03AX09,2004,15 - 19,Mann,Hordaland,44
N03AX09,2004,15 - 19,Mann,Møre og Romsdal,33
N03AX09,2004,15 - 19,Mann,Nordland,23
N03AX09,2004,15 - 19,Mann,Oppland,11
N03AX09,2004,15 - 19,Mann,Oslo,23
N03AX09,2004,15 - 19,Mann,Rogaland,24
N03AX09,2004,15 - 19,Mann,Sogn og Fjordane,5
N03AX09,2004,15 - 19,Mann,Telemark,13
N03AX09,2004,15 - 19,Mann,Troms,11
N03AX09,2004,15 - 19,Mann,Trøndelag,42
N03AX09,2004,15 - 19,Mann,Vest-Agder,8
N03AX09,2004,15 - 19,Mann,Vestfold,7
N03AX09,2004,15 - 19,Mann,Østfold,10
N03AX09,2004,20 - 24,Kvinne,Hele landet,610
N03AX09,2004,20 - 24,Kvinne,Helseregion Midt-Norge,107
N03AX09,2004,20 - 24,Kvinne,Helseregion Nord-Norge,63
N03AX09,2004,20 - 24,Kvinne,Helseregion Sør-Øst,305
N03AX09,2004,20 - 24,Kvinne,Helseregion Vest,135
N03AX09,2004,20 - 24,Kvinne,Akershus,62
N03AX09,2004,20 - 24,Kvinne,Aust-Agder,18
N03AX09,2004,20 - 24,Kvinne,Buskerud,42
N03AX09,2004,20 - 24,Kvinne,Finnmark,10
N03AX09,2004,20 - 24,Kvinne,Hedmark,17
N03AX09,2004,20 - 24,Kvinne,Hordaland,69
N03AX09,2004,20 - 24,Kvinne,Møre og Romsdal,52
N03AX09,2004,20 - 24,Kvinne,Nordland,38
N03AX09,2004,20 - 24,Kvinne,Oppland,20
N03AX09,2004,20 - 24,Kvinne,Oslo,58
N03AX09,2004,20 - 24,Kvinne,Rogaland,52
N03AX09,2004,20 - 24,Kvinne,Sogn og Fjordane,14
N03AX09,2004,20 - 24,Kvinne,Telemark,21
N03AX09,2004,20 - 24,Kvinne,Troms,15
N03AX09,2004,20 - 24,Kvinne,Trøndelag,55
N03AX09,2004,20 - 24,Kvinne,Vest-Agder,15
N03AX09,2004,20 - 24,Kvinne,Vestfold,27
N03AX09,2004,20 - 24,Kvinne,Østfold,25
N03AX09,2004,20 - 24,Mann,Hele landet,378
N03AX09,2004,20 - 24,Mann,Helseregion Midt-Norge,68
N03AX09,2004,20 - 24,Mann,Helseregion Nord-Norge,36
N03AX09,2004,20 - 24,Mann,Helseregion Sør-Øst,168
N03AX09,2004,20 - 24,Mann,Helseregion Vest,106
N03AX09,2004,20 - 24,Mann,Akershus,30
N03AX09,2004,20 - 24,Mann,Aust-Agder,10
N03AX09,2004,20 - 24,Mann,Buskerud,17
N03AX09,2004,20 - 24,Mann,Finnmark,
N03AX09,2004,20 - 24,Mann,Hedmark,7
N03AX09,2004,20 - 24,Mann,Hordaland,56
N03AX09,2004,20 - 24,Mann,Møre og Romsdal,29
N03AX09,2004,20 - 24,Mann,Nordland,16
N03AX09,2004,20 - 24,Mann,Oppland,15
N03AX09,2004,20 - 24,Mann,Oslo,30
N03AX09,2004,20 - 24,Mann,Rogaland,39
N03AX09,2004,20 - 24,Mann,Sogn og Fjordane,11
N03AX09,2004,20 - 24,Mann,Telemark,15
N03AX09,2004,20 - 24,Mann,Troms,18
N03AX09,2004,20 - 24,Mann,Trøndelag,39
N03AX09,2004,20 - 24,Mann,Vest-Agder,20
N03AX09,2004,20 - 24,Mann,Vestfold,12
N03AX09,2004,20 - 24,Mann,Østfold,12
N03AX09,2004,25 - 29,Kvinne,Hele landet,693
N03AX09,2004,25 - 29,Kvinne,Helseregion Midt-Norge,119
N03AX09,2004,25 - 29,Kvinne,Helseregion Nord-Norge,56
N03AX09,2004,25 - 29,Kvinne,Helseregion Sør-Øst,383
N03AX09,2004,25 - 29,Kvinne,Helseregion Vest,135
N03AX09,2004,25 - 29,Kvinne,Akershus,78
N03AX09,2004,25 - 29,Kvinne,Aust-Agder,22
N03AX09,2004,25 - 29,Kvinne,Buskerud,44
N03AX09,2004,25 - 29,Kvinne,Finnmark,7
N03AX09,2004,25 - 29,Kvinne,Hedmark,22
N03AX09,2004,25 - 29,Kvinne,Hordaland,67
N03AX09,2004,25 - 29,Kvinne,Møre og Romsdal,54
N03AX09,2004,25 - 29,Kvinne,Nordland,31
N03AX09,2004,25 - 29,Kvinne,Oppland,22
N03AX09,2004,25 - 29,Kvinne,Oslo,103
N03AX09,2004,25 - 29,Kvinne,Rogaland,57
N03AX09,2004,25 - 29,Kvinne,Sogn og Fjordane,11
N03AX09,2004,25 - 29,Kvinne,Telemark,16
N03AX09,2004,25 - 29,Kvinne,Troms,18
N03AX09,2004,25 - 29,Kvinne,Trøndelag,65
N03AX09,2004,25 - 29,Kvinne,Vest-Agder,20
N03AX09,2004,25 - 29,Kvinne,Vestfold,23
N03AX09,2004,25 - 29,Kvinne,Østfold,33
N03AX09,2004,25 - 29,Mann,Hele landet,397
N03AX09,2004,25 - 29,Mann,Helseregion Midt-Norge,70
N03AX09,2004,25 - 29,Mann,Helseregion Nord-Norge,29
N03AX09,2004,25 - 29,Mann,Helseregion Sør-Øst,199
N03AX09,2004,25 - 29,Mann,Helseregion Vest,99
N03AX09,2004,25 - 29,Mann,Akershus,31
N03AX09,2004,25 - 29,Mann,Aust-Agder,7
N03AX09,2004,25 - 29,Mann,Buskerud,18
N03AX09,2004,25 - 29,Mann,Finnmark,5
N03AX09,2004,25 - 29,Mann,Hedmark,9
N03AX09,2004,25 - 29,Mann,Hordaland,63
N03AX09,2004,25 - 29,Mann,Møre og Romsdal,28
N03AX09,2004,25 - 29,Mann,Nordland,16
N03AX09,2004,25 - 29,Mann,Oppland,18
N03AX09,2004,25 - 29,Mann,Oslo,51
N03AX09,2004,25 - 29,Mann,Rogaland,28
N03AX09,2004,25 - 29,Mann,Sogn og Fjordane,8
N03AX09,2004,25 - 29,Mann,Telemark,20
N03AX09,2004,25 - 29,Mann,Troms,8
N03AX09,2004,25 - 29,Mann,Trøndelag,42
N03AX09,2004,25 - 29,Mann,Vest-Agder,14
N03AX09,2004,25 - 29,Mann,Vestfold,15
N03AX09,2004,25 - 29,Mann,Østfold,16
N03AX09,2004,30 - 34,Kvinne,Hele landet,685
N03AX09,2004,30 - 34,Kvinne,Helseregion Midt-Norge,94
N03AX09,2004,30 - 34,Kvinne,Helseregion Nord-Norge,62
N03AX09,2004,30 - 34,Kvinne,Helseregion Sør-Øst,398
N03AX09,2004,30 - 34,Kvinne,Helseregion Vest,131
N03AX09,2004,30 - 34,Kvinne,Akershus,77
N03AX09,2004,30 - 34,Kvinne,Aust-Agder,24
N03AX09,2004,30 - 34,Kvinne,Buskerud,53
N03AX09,2004,30 - 34,Kvinne,Finnmark,5
N03AX09,2004,30 - 34,Kvinne,Hedmark,26
N03AX09,2004,30 - 34,Kvinne,Hordaland,79
N03AX09,2004,30 - 34,Kvinne,Møre og Romsdal,25
N03AX09,2004,30 - 34,Kvinne,Nordland,37
N03AX09,2004,30 - 34,Kvinne,Oppland,26
N03AX09,2004,30 - 34,Kvinne,Oslo,104
N03AX09,2004,30 - 34,Kvinne,Rogaland,41
N03AX09,2004,30 - 34,Kvinne,Sogn og Fjordane,11
N03AX09,2004,30 - 34,Kvinne,Telemark,21
N03AX09,2004,30 - 34,Kvinne,Troms,20
N03AX09,2004,30 - 34,Kvinne,Trøndelag,69
N03AX09,2004,30 - 34,Kvinne,Vest-Agder,23
N03AX09,2004,30 - 34,Kvinne,Vestfold,16
N03AX09,2004,30 - 34,Kvinne,Østfold,28
N03AX09,2004,30 - 34,Mann,Hele landet,442
N03AX09,2004,30 - 34,Mann,Helseregion Midt-Norge,73
N03AX09,2004,30 - 34,Mann,Helseregion Nord-Norge,33
N03AX09,2004,30 - 34,Mann,Helseregion Sør-Øst,228
N03AX09,2004,30 - 34,Mann,Helseregion Vest,108
N03AX09,2004,30 - 34,Mann,Akershus,34
N03AX09,2004,30 - 34,Mann,Aust-Agder,19
N03AX09,2004,30 - 34,Mann,Buskerud,16
N03AX09,2004,30 - 34,Mann,Finnmark,6
N03AX09,2004,30 - 34,Mann,Hedmark,13
N03AX09,2004,30 - 34,Mann,Hordaland,64
N03AX09,2004,30 - 34,Mann,Møre og Romsdal,28
N03AX09,2004,30 - 34,Mann,Nordland,22
N03AX09,2004,30 - 34,Mann,Oppland,19
N03AX09,2004,30 - 34,Mann,Oslo,63
N03AX09,2004,30 - 34,Mann,Rogaland,31
N03AX09,2004,30 - 34,Mann,Sogn og Fjordane,13
N03AX09,2004,30 - 34,Mann,Telemark,9
N03AX09,2004,30 - 34,Mann,Troms,5
N03AX09,2004,30 - 34,Mann,Trøndelag,45
N03AX09,2004,30 - 34,Mann,Vest-Agder,22
N03AX09,2004,30 - 34,Mann,Vestfold,14
N03AX09,2004,30 - 34,Mann,Østfold,19
N03AX09,2004,35 - 39,Kvinne,Hele landet,688
N03AX09,2004,35 - 39,Kvinne,Helseregion Midt-Norge,88
N03AX09,2004,35 - 39,Kvinne,Helseregion Nord-Norge,57
N03AX09,2004,35 - 39,Kvinne,Helseregion Sør-Øst,392
N03AX09,2004,35 - 39,Kvinne,Helseregion Vest,151
N03AX09,2004,35 - 39,Kvinne,Akershus,79
N03AX09,2004,35 - 39,Kvinne,Aust-Agder,32
N03AX09,2004,35 - 39,Kvinne,Buskerud,41
N03AX09,2004,35 - 39,Kvinne,Finnmark,8
N03AX09,2004,35 - 39,Kvinne,Hedmark,30
N03AX09,2004,35 - 39,Kvinne,Hordaland,90
N03AX09,2004,35 - 39,Kvinne,Møre og Romsdal,30
N03AX09,2004,35 - 39,Kvinne,Nordland,35
N03AX09,2004,35 - 39,Kvinne,Oppland,29
N03AX09,2004,35 - 39,Kvinne,Oslo,88
N03AX09,2004,35 - 39,Kvinne,Rogaland,48
N03AX09,2004,35 - 39,Kvinne,Sogn og Fjordane,13
N03AX09,2004,35 - 39,Kvinne,Telemark,18
N03AX09,2004,35 - 39,Kvinne,Troms,14
N03AX09,2004,35 - 39,Kvinne,Trøndelag,58
N03AX09,2004,35 - 39,Kvinne,Vest-Agder,20
N03AX09,2004,35 - 39,Kvinne,Vestfold,32
N03AX09,2004,35 - 39,Kvinne,Østfold,23
N03AX09,2004,35 - 39,Mann,Hele landet,444
N03AX09,2004,35 - 39,Mann,Helseregion Midt-Norge,75
N03AX09,2004,35 - 39,Mann,Helseregion Nord-Norge,48
N03AX09,2004,35 - 39,Mann,Helseregion Sør-Øst,216
N03AX09,2004,35 - 39,Mann,Helseregion Vest,105
N03AX09,2004,35 - 39,Mann,Akershus,34
N03AX09,2004,35 - 39,Mann,Aust-Agder,17
N03AX09,2004,35 - 39,Mann,Buskerud,24
N03AX09,2004,35 - 39,Mann,Finnmark,5
N03AX09,2004,35 - 39,Mann,Hedmark,13
N03AX09,2004,35 - 39,Mann,Hordaland,61
N03AX09,2004,35 - 39,Mann,Møre og Romsdal,30
N03AX09,2004,35 - 39,Mann,Nordland,27
N03AX09,2004,35 - 39,Mann,Oppland,12
N03AX09,2004,35 - 39,Mann,Oslo,68
N03AX09,2004,35 - 39,Mann,Rogaland,38
N03AX09,2004,35 - 39,Mann,Sogn og Fjordane,6
N03AX09,2004,35 - 39,Mann,Telemark,11
N03AX09,2004,35 - 39,Mann,Troms,16
N03AX09,2004,35 - 39,Mann,Trøndelag,45
N03AX09,2004,35 - 39,Mann,Vest-Agder,9
N03AX09,2004,35 - 39,Mann,Vestfold,12
N03AX09,2004,35 - 39,Mann,Østfold,16
N03AX09,2004,40 - 44,Kvinne,Hele landet,637
N03AX09,2004,40 - 44,Kvinne,Helseregion Midt-Norge,89
N03AX09,2004,40 - 44,Kvinne,Helseregion Nord-Norge,51
N03AX09,2004,40 - 44,Kvinne,Helseregion Sør-Øst,374
N03AX09,2004,40 - 44,Kvinne,Helseregion Vest,123
N03AX09,2004,40 - 44,Kvinne,Akershus,74
N03AX09,2004,40 - 44,Kvinne,Aust-Agder,26
N03AX09,2004,40 - 44,Kvinne,Buskerud,41
N03AX09,2004,40 - 44,Kvinne,Finnmark,
N03AX09,2004,40 - 44,Kvinne,Hedmark,19
N03AX09,2004,40 - 44,Kvinne,Hordaland,62
N03AX09,2004,40 - 44,Kvinne,Møre og Romsdal,40
N03AX09,2004,40 - 44,Kvinne,Nordland,40
N03AX09,2004,40 - 44,Kvinne,Oppland,29
N03AX09,2004,40 - 44,Kvinne,Oslo,83
N03AX09,2004,40 - 44,Kvinne,Rogaland,51
N03AX09,2004,40 - 44,Kvinne,Sogn og Fjordane,10
N03AX09,2004,40 - 44,Kvinne,Telemark,24
N03AX09,2004,40 - 44,Kvinne,Troms,9
N03AX09,2004,40 - 44,Kvinne,Trøndelag,49
N03AX09,2004,40 - 44,Kvinne,Vest-Agder,27
N03AX09,2004,40 - 44,Kvinne,Vestfold,25
N03AX09,2004,40 - 44,Kvinne,Østfold,26
N03AX09,2004,40 - 44,Mann,Hele landet,399
N03AX09,2004,40 - 44,Mann,Helseregion Midt-Norge,62
N03AX09,2004,40 - 44,Mann,Helseregion Nord-Norge,43
N03AX09,2004,40 - 44,Mann,Helseregion Sør-Øst,211
N03AX09,2004,40 - 44,Mann,Helseregion Vest,83
N03AX09,2004,40 - 44,Mann,Akershus,47
N03AX09,2004,40 - 44,Mann,Aust-Agder,19
N03AX09,2004,40 - 44,Mann,Buskerud,21
N03AX09,2004,40 - 44,Mann,Finnmark,
N03AX09,2004,40 - 44,Mann,Hedmark,19
N03AX09,2004,40 - 44,Mann,Hordaland,49
N03AX09,2004,40 - 44,Mann,Møre og Romsdal,20
N03AX09,2004,40 - 44,Mann,Nordland,23
N03AX09,2004,40 - 44,Mann,Oppland,17
N03AX09,2004,40 - 44,Mann,Oslo,39
N03AX09,2004,40 - 44,Mann,Rogaland,25
N03AX09,2004,40 - 44,Mann,Sogn og Fjordane,9
N03AX09,2004,40 - 44,Mann,Telemark,12
N03AX09,2004,40 - 44,Mann,Troms,16
N03AX09,2004,40 - 44,Mann,Trøndelag,42
N03AX09,2004,40 - 44,Mann,Vest-Agder,13
N03AX09,2004,40 - 44,Mann,Vestfold,12
N03AX09,2004,40 - 44,Mann,Østfold,12
N03AX09,2004,45 - 49,Kvinne,Hele landet,525
N03AX09,2004,45 - 49,Kvinne,Helseregion Midt-Norge,78
N03AX09,2004,45 - 49,Kvinne,Helseregion Nord-Norge,44
N03AX09,2004,45 - 49,Kvinne,Helseregion Sør-Øst,296
N03AX09,2004,45 - 49,Kvinne,Helseregion Vest,107
N03AX09,2004,45 - 49,Kvinne,Akershus,46
N03AX09,2004,45 - 49,Kvinne,Aust-Agder,26
N03AX09,2004,45 - 49,Kvinne,Buskerud,24
N03AX09,2004,45 - 49,Kvinne,Finnmark,6
N03AX09,2004,45 - 49,Kvinne,Hedmark,30
N03AX09,2004,45 - 49,Kvinne,Hordaland,58
N03AX09,2004,45 - 49,Kvinne,Møre og Romsdal,38
N03AX09,2004,45 - 49,Kvinne,Nordland,26
N03AX09,2004,45 - 49,Kvinne,Oppland,20
N03AX09,2004,45 - 49,Kvinne,Oslo,61
N03AX09,2004,45 - 49,Kvinne,Rogaland,38
N03AX09,2004,45 - 49,Kvinne,Sogn og Fjordane,11
N03AX09,2004,45 - 49,Kvinne,Telemark,24
N03AX09,2004,45 - 49,Kvinne,Troms,12
N03AX09,2004,45 - 49,Kvinne,Trøndelag,40
N03AX09,2004,45 - 49,Kvinne,Vest-Agder,20
N03AX09,2004,45 - 49,Kvinne,Vestfold,19
N03AX09,2004,45 - 49,Kvinne,Østfold,26
N03AX09,2004,45 - 49,Mann,Hele landet,397
N03AX09,2004,45 - 49,Mann,Helseregion Midt-Norge,61
N03AX09,2004,45 - 49,Mann,Helseregion Nord-Norge,38
N03AX09,2004,45 - 49,Mann,Helseregion Sør-Øst,210
N03AX09,2004,45 - 49,Mann,Helseregion Vest,88
N03AX09,2004,45 - 49,Mann,Akershus,40
N03AX09,2004,45 - 49,Mann,Aust-Agder,9
N03AX09,2004,45 - 49,Mann,Buskerud,19
N03AX09,2004,45 - 49,Mann,Finnmark,5
N03AX09,2004,45 - 49,Mann,Hedmark,23
N03AX09,2004,45 - 49,Mann,Hordaland,47
N03AX09,2004,45 - 49,Mann,Møre og Romsdal,24
N03AX09,2004,45 - 49,Mann,Nordland,20
N03AX09,2004,45 - 49,Mann,Oppland,16
N03AX09,2004,45 - 49,Mann,Oslo,51
N03AX09,2004,45 - 49,Mann,Rogaland,30
N03AX09,2004,45 - 49,Mann,Sogn og Fjordane,11
N03AX09,2004,45 - 49,Mann,Telemark,15
N03AX09,2004,45 - 49,Mann,Troms,13
N03AX09,2004,45 - 49,Mann,Trøndelag,37
N03AX09,2004,45 - 49,Mann,Vest-Agder,11
N03AX09,2004,45 - 49,Mann,Vestfold,11
N03AX09,2004,45 - 49,Mann,Østfold,15
N03AX09,2004,50 - 54,Kvinne,Hele landet,440
N03AX09,2004,50 - 54,Kvinne,Helseregion Midt-Norge,70
N03AX09,2004,50 - 54,Kvinne,Helseregion Nord-Norge,33
N03AX09,2004,50 - 54,Kvinne,Helseregion Sør-Øst,261
N03AX09,2004,50 - 54,Kvinne,Helseregion Vest,76
N03AX09,2004,50 - 54,Kvinne,Akershus,43
N03AX09,2004,50 - 54,Kvinne,Aust-Agder,19
N03AX09,2004,50 - 54,Kvinne,Buskerud,27
N03AX09,2004,50 - 54,Kvinne,Finnmark,5
N03AX09,2004,50 - 54,Kvinne,Hedmark,19
N03AX09,2004,50 - 54,Kvinne,Hordaland,45
N03AX09,2004,50 - 54,Kvinne,Møre og Romsdal,35
N03AX09,2004,50 - 54,Kvinne,Nordland,17
N03AX09,2004,50 - 54,Kvinne,Oppland,25
N03AX09,2004,50 - 54,Kvinne,Oslo,58
