Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumAntall_unike_pasienter
R01,2004,5 - 9,Kvinne,Rogaland,260
R01,2004,5 - 9,Kvinne,Sogn og Fjordane,84
R01,2004,5 - 9,Kvinne,Telemark,67
R01,2004,5 - 9,Kvinne,Troms,68
R01,2004,5 - 9,Kvinne,Trøndelag,291
R01,2004,5 - 9,Kvinne,Vest-Agder,100
R01,2004,5 - 9,Kvinne,Vestfold,146
R01,2004,5 - 9,Kvinne,Østfold,166
R01,2004,5 - 9,Mann,Hele landet,5896
R01,2004,5 - 9,Mann,Helseregion Midt-Norge,896
R01,2004,5 - 9,Mann,Helseregion Nord-Norge,530
R01,2004,5 - 9,Mann,Helseregion Sør-Øst,3162
R01,2004,5 - 9,Mann,Helseregion Vest,1308
R01,2004,5 - 9,Mann,Akershus,694
R01,2004,5 - 9,Mann,Aust-Agder,145
R01,2004,5 - 9,Mann,Buskerud,287
R01,2004,5 - 9,Mann,Finnmark,91
R01,2004,5 - 9,Mann,Hedmark,255
R01,2004,5 - 9,Mann,Hordaland,650
R01,2004,5 - 9,Mann,Møre og Romsdal,338
R01,2004,5 - 9,Mann,Nordland,287
R01,2004,5 - 9,Mann,Oppland,223
R01,2004,5 - 9,Mann,Oslo,684
R01,2004,5 - 9,Mann,Rogaland,494
R01,2004,5 - 9,Mann,Sogn og Fjordane,164
R01,2004,5 - 9,Mann,Telemark,150
R01,2004,5 - 9,Mann,Troms,152
R01,2004,5 - 9,Mann,Trøndelag,558
R01,2004,5 - 9,Mann,Vest-Agder,191
R01,2004,5 - 9,Mann,Vestfold,261
R01,2004,5 - 9,Mann,Østfold,272
R01,2004,10 - 14,Kvinne,Hele landet,6018
R01,2004,10 - 14,Kvinne,Helseregion Midt-Norge,884
R01,2004,10 - 14,Kvinne,Helseregion Nord-Norge,534
R01,2004,10 - 14,Kvinne,Helseregion Sør-Øst,3198
R01,2004,10 - 14,Kvinne,Helseregion Vest,1402
R01,2004,10 - 14,Kvinne,Akershus,771
R01,2004,10 - 14,Kvinne,Aust-Agder,129
R01,2004,10 - 14,Kvinne,Buskerud,282
R01,2004,10 - 14,Kvinne,Finnmark,91
R01,2004,10 - 14,Kvinne,Hedmark,264
R01,2004,10 - 14,Kvinne,Hordaland,675
R01,2004,10 - 14,Kvinne,Møre og Romsdal,342
R01,2004,10 - 14,Kvinne,Nordland,260
R01,2004,10 - 14,Kvinne,Oppland,242
R01,2004,10 - 14,Kvinne,Oslo,569
R01,2004,10 - 14,Kvinne,Rogaland,553
R01,2004,10 - 14,Kvinne,Sogn og Fjordane,174
R01,2004,10 - 14,Kvinne,Telemark,146
R01,2004,10 - 14,Kvinne,Troms,183
R01,2004,10 - 14,Kvinne,Trøndelag,542
R01,2004,10 - 14,Kvinne,Vest-Agder,185
R01,2004,10 - 14,Kvinne,Vestfold,312
R01,2004,10 - 14,Kvinne,Østfold,298
R01,2004,10 - 14,Mann,Hele landet,9153
R01,2004,10 - 14,Mann,Helseregion Midt-Norge,1322
R01,2004,10 - 14,Mann,Helseregion Nord-Norge,923
R01,2004,10 - 14,Mann,Helseregion Sør-Øst,4674
R01,2004,10 - 14,Mann,Helseregion Vest,2234
R01,2004,10 - 14,Mann,Akershus,1104
R01,2004,10 - 14,Mann,Aust-Agder,207
R01,2004,10 - 14,Mann,Buskerud,412
R01,2004,10 - 14,Mann,Finnmark,145
R01,2004,10 - 14,Mann,Hedmark,383
R01,2004,10 - 14,Mann,Hordaland,1142
R01,2004,10 - 14,Mann,Møre og Romsdal,546
R01,2004,10 - 14,Mann,Nordland,502
R01,2004,10 - 14,Mann,Oppland,355
R01,2004,10 - 14,Mann,Oslo,816
R01,2004,10 - 14,Mann,Rogaland,840
R01,2004,10 - 14,Mann,Sogn og Fjordane,252
R01,2004,10 - 14,Mann,Telemark,276
R01,2004,10 - 14,Mann,Troms,276
R01,2004,10 - 14,Mann,Trøndelag,776
R01,2004,10 - 14,Mann,Vest-Agder,261
R01,2004,10 - 14,Mann,Vestfold,429
R01,2004,10 - 14,Mann,Østfold,431
R01,2004,15 - 19,Kvinne,Hele landet,8609
R01,2004,15 - 19,Kvinne,Helseregion Midt-Norge,1241
R01,2004,15 - 19,Kvinne,Helseregion Nord-Norge,760
R01,2004,15 - 19,Kvinne,Helseregion Sør-Øst,4445
R01,2004,15 - 19,Kvinne,Helseregion Vest,2163
R01,2004,15 - 19,Kvinne,Akershus,1078
R01,2004,15 - 19,Kvinne,Aust-Agder,176
R01,2004,15 - 19,Kvinne,Buskerud,435
R01,2004,15 - 19,Kvinne,Finnmark,131
R01,2004,15 - 19,Kvinne,Hedmark,387
R01,2004,15 - 19,Kvinne,Hordaland,1079
R01,2004,15 - 19,Kvinne,Møre og Romsdal,479
R01,2004,15 - 19,Kvinne,Nordland,378
R01,2004,15 - 19,Kvinne,Oppland,329
R01,2004,15 - 19,Kvinne,Oslo,768
R01,2004,15 - 19,Kvinne,Rogaland,846
R01,2004,15 - 19,Kvinne,Sogn og Fjordane,238
R01,2004,15 - 19,Kvinne,Telemark,232
R01,2004,15 - 19,Kvinne,Troms,251
R01,2004,15 - 19,Kvinne,Trøndelag,762
R01,2004,15 - 19,Kvinne,Vest-Agder,242
R01,2004,15 - 19,Kvinne,Vestfold,393
R01,2004,15 - 19,Kvinne,Østfold,405
R01,2004,15 - 19,Mann,Hele landet,8520
R01,2004,15 - 19,Mann,Helseregion Midt-Norge,1237
R01,2004,15 - 19,Mann,Helseregion Nord-Norge,841
R01,2004,15 - 19,Mann,Helseregion Sør-Øst,4385
R01,2004,15 - 19,Mann,Helseregion Vest,2057
R01,2004,15 - 19,Mann,Akershus,1072
R01,2004,15 - 19,Mann,Aust-Agder,176
R01,2004,15 - 19,Mann,Buskerud,404
R01,2004,15 - 19,Mann,Finnmark,127
R01,2004,15 - 19,Mann,Hedmark,336
R01,2004,15 - 19,Mann,Hordaland,1023
R01,2004,15 - 19,Mann,Møre og Romsdal,458
R01,2004,15 - 19,Mann,Nordland,427
R01,2004,15 - 19,Mann,Oppland,335
R01,2004,15 - 19,Mann,Oslo,752
R01,2004,15 - 19,Mann,Rogaland,816
R01,2004,15 - 19,Mann,Sogn og Fjordane,218
R01,2004,15 - 19,Mann,Telemark,265
R01,2004,15 - 19,Mann,Troms,287
R01,2004,15 - 19,Mann,Trøndelag,779
R01,2004,15 - 19,Mann,Vest-Agder,251
R01,2004,15 - 19,Mann,Vestfold,378
R01,2004,15 - 19,Mann,Østfold,416
R01,2004,20 - 24,Kvinne,Hele landet,9827
R01,2004,20 - 24,Kvinne,Helseregion Midt-Norge,1328
R01,2004,20 - 24,Kvinne,Helseregion Nord-Norge,881
R01,2004,20 - 24,Kvinne,Helseregion Sør-Øst,5167
R01,2004,20 - 24,Kvinne,Helseregion Vest,2451
R01,2004,20 - 24,Kvinne,Akershus,1159
R01,2004,20 - 24,Kvinne,Aust-Agder,215
R01,2004,20 - 24,Kvinne,Buskerud,448
R01,2004,20 - 24,Kvinne,Finnmark,153
R01,2004,20 - 24,Kvinne,Hedmark,414
R01,2004,20 - 24,Kvinne,Hordaland,1237
R01,2004,20 - 24,Kvinne,Møre og Romsdal,574
R01,2004,20 - 24,Kvinne,Nordland,425
R01,2004,20 - 24,Kvinne,Oppland,341
R01,2004,20 - 24,Kvinne,Oslo,1085
R01,2004,20 - 24,Kvinne,Rogaland,966
R01,2004,20 - 24,Kvinne,Sogn og Fjordane,248
R01,2004,20 - 24,Kvinne,Telemark,298
R01,2004,20 - 24,Kvinne,Troms,303
R01,2004,20 - 24,Kvinne,Trøndelag,754
R01,2004,20 - 24,Kvinne,Vest-Agder,320
R01,2004,20 - 24,Kvinne,Vestfold,432
R01,2004,20 - 24,Kvinne,Østfold,455
R01,2004,20 - 24,Mann,Hele landet,6973
R01,2004,20 - 24,Mann,Helseregion Midt-Norge,983
R01,2004,20 - 24,Mann,Helseregion Nord-Norge,639
R01,2004,20 - 24,Mann,Helseregion Sør-Øst,3622
R01,2004,20 - 24,Mann,Helseregion Vest,1729
R01,2004,20 - 24,Mann,Akershus,789
R01,2004,20 - 24,Mann,Aust-Agder,173
R01,2004,20 - 24,Mann,Buskerud,325
R01,2004,20 - 24,Mann,Finnmark,85
R01,2004,20 - 24,Mann,Hedmark,280
R01,2004,20 - 24,Mann,Hordaland,874
R01,2004,20 - 24,Mann,Møre og Romsdal,441
R01,2004,20 - 24,Mann,Nordland,332
R01,2004,20 - 24,Mann,Oppland,241
R01,2004,20 - 24,Mann,Oslo,691
R01,2004,20 - 24,Mann,Rogaland,634
R01,2004,20 - 24,Mann,Sogn og Fjordane,221
R01,2004,20 - 24,Mann,Telemark,221
R01,2004,20 - 24,Mann,Troms,222
R01,2004,20 - 24,Mann,Trøndelag,542
R01,2004,20 - 24,Mann,Vest-Agder,244
R01,2004,20 - 24,Mann,Vestfold,342
R01,2004,20 - 24,Mann,Østfold,316
R01,2004,25 - 29,Kvinne,Hele landet,12613
R01,2004,25 - 29,Kvinne,Helseregion Midt-Norge,1445
R01,2004,25 - 29,Kvinne,Helseregion Nord-Norge,994
R01,2004,25 - 29,Kvinne,Helseregion Sør-Øst,7281
R01,2004,25 - 29,Kvinne,Helseregion Vest,2893
R01,2004,25 - 29,Kvinne,Akershus,1314
R01,2004,25 - 29,Kvinne,Aust-Agder,241
R01,2004,25 - 29,Kvinne,Buskerud,616
R01,2004,25 - 29,Kvinne,Finnmark,163
R01,2004,25 - 29,Kvinne,Hedmark,452
R01,2004,25 - 29,Kvinne,Hordaland,1522
R01,2004,25 - 29,Kvinne,Møre og Romsdal,549
R01,2004,25 - 29,Kvinne,Nordland,497
R01,2004,25 - 29,Kvinne,Oppland,385
R01,2004,25 - 29,Kvinne,Oslo,2354
R01,2004,25 - 29,Kvinne,Rogaland,1119
R01,2004,25 - 29,Kvinne,Sogn og Fjordane,252
R01,2004,25 - 29,Kvinne,Telemark,345
R01,2004,25 - 29,Kvinne,Troms,334
R01,2004,25 - 29,Kvinne,Trøndelag,896
R01,2004,25 - 29,Kvinne,Vest-Agder,407
R01,2004,25 - 29,Kvinne,Vestfold,519
R01,2004,25 - 29,Kvinne,Østfold,648
R01,2004,25 - 29,Mann,Hele landet,8924
R01,2004,25 - 29,Mann,Helseregion Midt-Norge,1107
R01,2004,25 - 29,Mann,Helseregion Nord-Norge,682
R01,2004,25 - 29,Mann,Helseregion Sør-Øst,5159
R01,2004,25 - 29,Mann,Helseregion Vest,1976
R01,2004,25 - 29,Mann,Akershus,949
R01,2004,25 - 29,Mann,Aust-Agder,188
R01,2004,25 - 29,Mann,Buskerud,411
R01,2004,25 - 29,Mann,Finnmark,111
R01,2004,25 - 29,Mann,Hedmark,350
R01,2004,25 - 29,Mann,Hordaland,1020
R01,2004,25 - 29,Mann,Møre og Romsdal,413
R01,2004,25 - 29,Mann,Nordland,353
R01,2004,25 - 29,Mann,Oppland,290
R01,2004,25 - 29,Mann,Oslo,1584
R01,2004,25 - 29,Mann,Rogaland,783
R01,2004,25 - 29,Mann,Sogn og Fjordane,173
R01,2004,25 - 29,Mann,Telemark,268
R01,2004,25 - 29,Mann,Troms,218
R01,2004,25 - 29,Mann,Trøndelag,694
R01,2004,25 - 29,Mann,Vest-Agder,262
R01,2004,25 - 29,Mann,Vestfold,375
R01,2004,25 - 29,Mann,Østfold,482
R01,2004,30 - 34,Kvinne,Hele landet,16862
R01,2004,30 - 34,Kvinne,Helseregion Midt-Norge,1899
R01,2004,30 - 34,Kvinne,Helseregion Nord-Norge,1282
R01,2004,30 - 34,Kvinne,Helseregion Sør-Øst,10161
R01,2004,30 - 34,Kvinne,Helseregion Vest,3520
R01,2004,30 - 34,Kvinne,Akershus,2190
R01,2004,30 - 34,Kvinne,Aust-Agder,348
R01,2004,30 - 34,Kvinne,Buskerud,863
R01,2004,30 - 34,Kvinne,Finnmark,257
R01,2004,30 - 34,Kvinne,Hedmark,625
R01,2004,30 - 34,Kvinne,Hordaland,1768
R01,2004,30 - 34,Kvinne,Møre og Romsdal,687
R01,2004,30 - 34,Kvinne,Nordland,611
R01,2004,30 - 34,Kvinne,Oppland,554
R01,2004,30 - 34,Kvinne,Oslo,2970
R01,2004,30 - 34,Kvinne,Rogaland,1426
R01,2004,30 - 34,Kvinne,Sogn og Fjordane,326
R01,2004,30 - 34,Kvinne,Telemark,478
R01,2004,30 - 34,Kvinne,Troms,414
R01,2004,30 - 34,Kvinne,Trøndelag,1212
R01,2004,30 - 34,Kvinne,Vest-Agder,517
R01,2004,30 - 34,Kvinne,Vestfold,732
R01,2004,30 - 34,Kvinne,Østfold,884
R01,2004,30 - 34,Mann,Hele landet,11697
R01,2004,30 - 34,Mann,Helseregion Midt-Norge,1297
R01,2004,30 - 34,Mann,Helseregion Nord-Norge,848
R01,2004,30 - 34,Mann,Helseregion Sør-Øst,7091
R01,2004,30 - 34,Mann,Helseregion Vest,2461
R01,2004,30 - 34,Mann,Akershus,1423
R01,2004,30 - 34,Mann,Aust-Agder,224
R01,2004,30 - 34,Mann,Buskerud,577
R01,2004,30 - 34,Mann,Finnmark,144
R01,2004,30 - 34,Mann,Hedmark,432
R01,2004,30 - 34,Mann,Hordaland,1320
R01,2004,30 - 34,Mann,Møre og Romsdal,493
R01,2004,30 - 34,Mann,Nordland,390
R01,2004,30 - 34,Mann,Oppland,383
R01,2004,30 - 34,Mann,Oslo,2264
R01,2004,30 - 34,Mann,Rogaland,899
R01,2004,30 - 34,Mann,Sogn og Fjordane,242
R01,2004,30 - 34,Mann,Telemark,347
R01,2004,30 - 34,Mann,Troms,314
R01,2004,30 - 34,Mann,Trøndelag,804
R01,2004,30 - 34,Mann,Vest-Agder,321
R01,2004,30 - 34,Mann,Vestfold,499
R01,2004,30 - 34,Mann,Østfold,621
R01,2004,35 - 39,Kvinne,Hele landet,17362
R01,2004,35 - 39,Kvinne,Helseregion Midt-Norge,1958
R01,2004,35 - 39,Kvinne,Helseregion Nord-Norge,1277
R01,2004,35 - 39,Kvinne,Helseregion Sør-Øst,10481
R01,2004,35 - 39,Kvinne,Helseregion Vest,3646
R01,2004,35 - 39,Kvinne,Akershus,2613
R01,2004,35 - 39,Kvinne,Aust-Agder,353
R01,2004,35 - 39,Kvinne,Buskerud,923
R01,2004,35 - 39,Kvinne,Finnmark,222
R01,2004,35 - 39,Kvinne,Hedmark,730
R01,2004,35 - 39,Kvinne,Hordaland,1926
R01,2004,35 - 39,Kvinne,Møre og Romsdal,690
R01,2004,35 - 39,Kvinne,Nordland,643
R01,2004,35 - 39,Kvinne,Oppland,651
R01,2004,35 - 39,Kvinne,Oslo,2338
R01,2004,35 - 39,Kvinne,Rogaland,1363
R01,2004,35 - 39,Kvinne,Sogn og Fjordane,357
R01,2004,35 - 39,Kvinne,Telemark,537
R01,2004,35 - 39,Kvinne,Troms,412
R01,2004,35 - 39,Kvinne,Trøndelag,1268
R01,2004,35 - 39,Kvinne,Vest-Agder,518
R01,2004,35 - 39,Kvinne,Vestfold,831
R01,2004,35 - 39,Kvinne,Østfold,987
R01,2004,35 - 39,Mann,Hele landet,12118
R01,2004,35 - 39,Mann,Helseregion Midt-Norge,1351
R01,2004,35 - 39,Mann,Helseregion Nord-Norge,880
R01,2004,35 - 39,Mann,Helseregion Sør-Øst,7392
R01,2004,35 - 39,Mann,Helseregion Vest,2495
R01,2004,35 - 39,Mann,Akershus,1795
R01,2004,35 - 39,Mann,Aust-Agder,259
R01,2004,35 - 39,Mann,Buskerud,663
R01,2004,35 - 39,Mann,Finnmark,140
R01,2004,35 - 39,Mann,Hedmark,482
R01,2004,35 - 39,Mann,Hordaland,1264
R01,2004,35 - 39,Mann,Møre og Romsdal,488
R01,2004,35 - 39,Mann,Nordland,453
R01,2004,35 - 39,Mann,Oppland,410
R01,2004,35 - 39,Mann,Oslo,1917
R01,2004,35 - 39,Mann,Rogaland,961
R01,2004,35 - 39,Mann,Sogn og Fjordane,270
R01,2004,35 - 39,Mann,Telemark,319
R01,2004,35 - 39,Mann,Troms,287
R01,2004,35 - 39,Mann,Trøndelag,863
R01,2004,35 - 39,Mann,Vest-Agder,339
R01,2004,35 - 39,Mann,Vestfold,555
R01,2004,35 - 39,Mann,Østfold,653
R01,2004,40 - 44,Kvinne,Hele landet,15546
R01,2004,40 - 44,Kvinne,Helseregion Midt-Norge,1717
R01,2004,40 - 44,Kvinne,Helseregion Nord-Norge,1206
R01,2004,40 - 44,Kvinne,Helseregion Sør-Øst,9315
R01,2004,40 - 44,Kvinne,Helseregion Vest,3308
R01,2004,40 - 44,Kvinne,Akershus,2378
R01,2004,40 - 44,Kvinne,Aust-Agder,295
R01,2004,40 - 44,Kvinne,Buskerud,799
R01,2004,40 - 44,Kvinne,Finnmark,220
R01,2004,40 - 44,Kvinne,Hedmark,660
R01,2004,40 - 44,Kvinne,Hordaland,1718
R01,2004,40 - 44,Kvinne,Møre og Romsdal,652
R01,2004,40 - 44,Kvinne,Nordland,592
R01,2004,40 - 44,Kvinne,Oppland,564
R01,2004,40 - 44,Kvinne,Oslo,2014
R01,2004,40 - 44,Kvinne,Rogaland,1267
R01,2004,40 - 44,Kvinne,Sogn og Fjordane,323
R01,2004,40 - 44,Kvinne,Telemark,438
R01,2004,40 - 44,Kvinne,Troms,394
R01,2004,40 - 44,Kvinne,Trøndelag,1065
R01,2004,40 - 44,Kvinne,Vest-Agder,475
R01,2004,40 - 44,Kvinne,Vestfold,779
R01,2004,40 - 44,Kvinne,Østfold,913
R01,2004,40 - 44,Mann,Hele landet,10436
R01,2004,40 - 44,Mann,Helseregion Midt-Norge,1188
R01,2004,40 - 44,Mann,Helseregion Nord-Norge,735
R01,2004,40 - 44,Mann,Helseregion Sør-Øst,6381
R01,2004,40 - 44,Mann,Helseregion Vest,2132
R01,2004,40 - 44,Mann,Akershus,1611
R01,2004,40 - 44,Mann,Aust-Agder,201
R01,2004,40 - 44,Mann,Buskerud,534
R01,2004,40 - 44,Mann,Finnmark,127
R01,2004,40 - 44,Mann,Hedmark,454
R01,2004,40 - 44,Mann,Hordaland,1154
R01,2004,40 - 44,Mann,Møre og Romsdal,453
R01,2004,40 - 44,Mann,Nordland,395
R01,2004,40 - 44,Mann,Oppland,345
R01,2004,40 - 44,Mann,Oslo,1519
R01,2004,40 - 44,Mann,Rogaland,781
R01,2004,40 - 44,Mann,Sogn og Fjordane,197
R01,2004,40 - 44,Mann,Telemark,286
R01,2004,40 - 44,Mann,Troms,213
R01,2004,40 - 44,Mann,Trøndelag,735
R01,2004,40 - 44,Mann,Vest-Agder,290
R01,2004,40 - 44,Mann,Vestfold,522
R01,2004,40 - 44,Mann,Østfold,619
R01,2004,45 - 49,Kvinne,Hele landet,14494
R01,2004,45 - 49,Kvinne,Helseregion Midt-Norge,1668
R01,2004,45 - 49,Kvinne,Helseregion Nord-Norge,1114
R01,2004,45 - 49,Kvinne,Helseregion Sør-Øst,8568
R01,2004,45 - 49,Kvinne,Helseregion Vest,3144
R01,2004,45 - 49,Kvinne,Akershus,1966
R01,2004,45 - 49,Kvinne,Aust-Agder,341
R01,2004,45 - 49,Kvinne,Buskerud,767
R01,2004,45 - 49,Kvinne,Finnmark,186
R01,2004,45 - 49,Kvinne,Hedmark,686
R01,2004,45 - 49,Kvinne,Hordaland,1675
R01,2004,45 - 49,Kvinne,Møre og Romsdal,642
R01,2004,45 - 49,Kvinne,Nordland,592
R01,2004,45 - 49,Kvinne,Oppland,547
R01,2004,45 - 49,Kvinne,Oslo,1784
R01,2004,45 - 49,Kvinne,Rogaland,1139
R01,2004,45 - 49,Kvinne,Sogn og Fjordane,330
R01,2004,45 - 49,Kvinne,Telemark,459
R01,2004,45 - 49,Kvinne,Troms,336
R01,2004,45 - 49,Kvinne,Trøndelag,1026
R01,2004,45 - 49,Kvinne,Vest-Agder,419
R01,2004,45 - 49,Kvinne,Vestfold,748
R01,2004,45 - 49,Kvinne,Østfold,851
R01,2004,45 - 49,Mann,Hele landet,9274
R01,2004,45 - 49,Mann,Helseregion Midt-Norge,1047
R01,2004,45 - 49,Mann,Helseregion Nord-Norge,679
R01,2004,45 - 49,Mann,Helseregion Sør-Øst,5656
R01,2004,45 - 49,Mann,Helseregion Vest,1892
R01,2004,45 - 49,Mann,Akershus,1356
R01,2004,45 - 49,Mann,Aust-Agder,198
R01,2004,45 - 49,Mann,Buskerud,478
R01,2004,45 - 49,Mann,Finnmark,98
R01,2004,45 - 49,Mann,Hedmark,434
R01,2004,45 - 49,Mann,Hordaland,1015
R01,2004,45 - 49,Mann,Møre og Romsdal,354
R01,2004,45 - 49,Mann,Nordland,370
R01,2004,45 - 49,Mann,Oppland,344
R01,2004,45 - 49,Mann,Oslo,1269
R01,2004,45 - 49,Mann,Rogaland,688
R01,2004,45 - 49,Mann,Sogn og Fjordane,189
R01,2004,45 - 49,Mann,Telemark,290
R01,2004,45 - 49,Mann,Troms,211
R01,2004,45 - 49,Mann,Trøndelag,693
R01,2004,45 - 49,Mann,Vest-Agder,291
R01,2004,45 - 49,Mann,Vestfold,442
R01,2004,45 - 49,Mann,Østfold,554
R01,2004,50 - 54,Kvinne,Hele landet,13753
R01,2004,50 - 54,Kvinne,Helseregion Midt-Norge,1585
R01,2004,50 - 54,Kvinne,Helseregion Nord-Norge,1093
R01,2004,50 - 54,Kvinne,Helseregion Sør-Øst,8218
R01,2004,50 - 54,Kvinne,Helseregion Vest,2857
R01,2004,50 - 54,Kvinne,Akershus,1774
R01,2004,50 - 54,Kvinne,Aust-Agder,307
R01,2004,50 - 54,Kvinne,Buskerud,766
R01,2004,50 - 54,Kvinne,Finnmark,177
R01,2004,50 - 54,Kvinne,Hedmark,698
R01,2004,50 - 54,Kvinne,Hordaland,1541
R01,2004,50 - 54,Kvinne,Møre og Romsdal,613
R01,2004,50 - 54,Kvinne,Nordland,600
R01,2004,50 - 54,Kvinne,Oppland,520
R01,2004,50 - 54,Kvinne,Oslo,1688
R01,2004,50 - 54,Kvinne,Rogaland,1019
R01,2004,50 - 54,Kvinne,Sogn og Fjordane,297
R01,2004,50 - 54,Kvinne,Telemark,508
R01,2004,50 - 54,Kvinne,Troms,316
R01,2004,50 - 54,Kvinne,Trøndelag,972
R01,2004,50 - 54,Kvinne,Vest-Agder,398
R01,2004,50 - 54,Kvinne,Vestfold,731
R01,2004,50 - 54,Kvinne,Østfold,828
R01,2004,50 - 54,Mann,Hele landet,8753
R01,2004,50 - 54,Mann,Helseregion Midt-Norge,1088
R01,2004,50 - 54,Mann,Helseregion Nord-Norge,695
R01,2004,50 - 54,Mann,Helseregion Sør-Øst,5149
R01,2004,50 - 54,Mann,Helseregion Vest,1821
R01,2004,50 - 54,Mann,Akershus,1145
R01,2004,50 - 54,Mann,Aust-Agder,192
R01,2004,50 - 54,Mann,Buskerud,456
R01,2004,50 - 54,Mann,Finnmark,106
R01,2004,50 - 54,Mann,Hedmark,431
R01,2004,50 - 54,Mann,Hordaland,941
R01,2004,50 - 54,Mann,Møre og Romsdal,424
R01,2004,50 - 54,Mann,Nordland,366
R01,2004,50 - 54,Mann,Oppland,328
R01,2004,50 - 54,Mann,Oslo,1069
R01,2004,50 - 54,Mann,Rogaland,667
R01,2004,50 - 54,Mann,Sogn og Fjordane,213
R01,2004,50 - 54,Mann,Telemark,247
R01,2004,50 - 54,Mann,Troms,223
R01,2004,50 - 54,Mann,Trøndelag,664
R01,2004,50 - 54,Mann,Vest-Agder,255
R01,2004,50 - 54,Mann,Vestfold,417
R01,2004,50 - 54,Mann,Østfold,609
R01,2004,55 - 59,Kvinne,Hele landet,13546
R01,2004,55 - 59,Kvinne,Helseregion Midt-Norge,1607
R01,2004,55 - 59,Kvinne,Helseregion Nord-Norge,1034
R01,2004,55 - 59,Kvinne,Helseregion Sør-Øst,8229
R01,2004,55 - 59,Kvinne,Helseregion Vest,2676
R01,2004,55 - 59,Kvinne,Akershus,1974
R01,2004,55 - 59,Kvinne,Aust-Agder,328
R01,2004,55 - 59,Kvinne,Buskerud,696
R01,2004,55 - 59,Kvinne,Finnmark,163
R01,2004,55 - 59,Kvinne,Hedmark,636
R01,2004,55 - 59,Kvinne,Hordaland,1480
R01,2004,55 - 59,Kvinne,Møre og Romsdal,630
R01,2004,55 - 59,Kvinne,Nordland,543
R01,2004,55 - 59,Kvinne,Oppland,511
R01,2004,55 - 59,Kvinne,Oslo,1628
R01,2004,55 - 59,Kvinne,Rogaland,915
