Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumAntall_unike_pasienter
R06,2004,30 - 34,Mann,Nordland,581
R06,2004,30 - 34,Mann,Oppland,485
R06,2004,30 - 34,Mann,Oslo,2882
R06,2004,30 - 34,Mann,Rogaland,1128
R06,2004,30 - 34,Mann,Sogn og Fjordane,270
R06,2004,30 - 34,Mann,Telemark,471
R06,2004,30 - 34,Mann,Troms,448
R06,2004,30 - 34,Mann,Trøndelag,1137
R06,2004,30 - 34,Mann,Vest-Agder,475
R06,2004,30 - 34,Mann,Vestfold,675
R06,2004,30 - 34,Mann,Østfold,845
R06,2004,35 - 39,Kvinne,Hele landet,22348
R06,2004,35 - 39,Kvinne,Helseregion Midt-Norge,2778
R06,2004,35 - 39,Kvinne,Helseregion Nord-Norge,1918
R06,2004,35 - 39,Kvinne,Helseregion Sør-Øst,13558
R06,2004,35 - 39,Kvinne,Helseregion Vest,4094
R06,2004,35 - 39,Kvinne,Akershus,2975
R06,2004,35 - 39,Kvinne,Aust-Agder,483
R06,2004,35 - 39,Kvinne,Buskerud,1311
R06,2004,35 - 39,Kvinne,Finnmark,331
R06,2004,35 - 39,Kvinne,Hedmark,880
R06,2004,35 - 39,Kvinne,Hordaland,2001
R06,2004,35 - 39,Kvinne,Møre og Romsdal,1027
R06,2004,35 - 39,Kvinne,Nordland,1015
R06,2004,35 - 39,Kvinne,Oppland,782
R06,2004,35 - 39,Kvinne,Oslo,2984
R06,2004,35 - 39,Kvinne,Rogaland,1666
R06,2004,35 - 39,Kvinne,Sogn og Fjordane,427
R06,2004,35 - 39,Kvinne,Telemark,806
R06,2004,35 - 39,Kvinne,Troms,572
R06,2004,35 - 39,Kvinne,Trøndelag,1751
R06,2004,35 - 39,Kvinne,Vest-Agder,822
R06,2004,35 - 39,Kvinne,Vestfold,1152
R06,2004,35 - 39,Kvinne,Østfold,1363
R06,2004,35 - 39,Mann,Hele landet,14751
R06,2004,35 - 39,Mann,Helseregion Midt-Norge,1727
R06,2004,35 - 39,Mann,Helseregion Nord-Norge,1229
R06,2004,35 - 39,Mann,Helseregion Sør-Øst,9223
R06,2004,35 - 39,Mann,Helseregion Vest,2572
R06,2004,35 - 39,Mann,Akershus,2006
R06,2004,35 - 39,Mann,Aust-Agder,283
R06,2004,35 - 39,Mann,Buskerud,884
R06,2004,35 - 39,Mann,Finnmark,201
R06,2004,35 - 39,Mann,Hedmark,563
R06,2004,35 - 39,Mann,Hordaland,1233
R06,2004,35 - 39,Mann,Møre og Romsdal,588
R06,2004,35 - 39,Mann,Nordland,624
R06,2004,35 - 39,Mann,Oppland,545
R06,2004,35 - 39,Mann,Oslo,2403
R06,2004,35 - 39,Mann,Rogaland,1083
R06,2004,35 - 39,Mann,Sogn og Fjordane,256
R06,2004,35 - 39,Mann,Telemark,492
R06,2004,35 - 39,Mann,Troms,404
R06,2004,35 - 39,Mann,Trøndelag,1139
R06,2004,35 - 39,Mann,Vest-Agder,448
R06,2004,35 - 39,Mann,Vestfold,723
R06,2004,35 - 39,Mann,Østfold,876
R06,2004,40 - 44,Kvinne,Hele landet,22383
R06,2004,40 - 44,Kvinne,Helseregion Midt-Norge,2680
R06,2004,40 - 44,Kvinne,Helseregion Nord-Norge,1978
R06,2004,40 - 44,Kvinne,Helseregion Sør-Øst,13673
R06,2004,40 - 44,Kvinne,Helseregion Vest,4052
R06,2004,40 - 44,Kvinne,Akershus,2993
R06,2004,40 - 44,Kvinne,Aust-Agder,474
R06,2004,40 - 44,Kvinne,Buskerud,1325
R06,2004,40 - 44,Kvinne,Finnmark,359
R06,2004,40 - 44,Kvinne,Hedmark,926
R06,2004,40 - 44,Kvinne,Hordaland,1943
R06,2004,40 - 44,Kvinne,Møre og Romsdal,1019
R06,2004,40 - 44,Kvinne,Nordland,1010
R06,2004,40 - 44,Kvinne,Oppland,824
R06,2004,40 - 44,Kvinne,Oslo,2854
R06,2004,40 - 44,Kvinne,Rogaland,1669
R06,2004,40 - 44,Kvinne,Sogn og Fjordane,440
R06,2004,40 - 44,Kvinne,Telemark,801
R06,2004,40 - 44,Kvinne,Troms,609
R06,2004,40 - 44,Kvinne,Trøndelag,1661
R06,2004,40 - 44,Kvinne,Vest-Agder,856
R06,2004,40 - 44,Kvinne,Vestfold,1238
R06,2004,40 - 44,Kvinne,Østfold,1382
R06,2004,40 - 44,Mann,Hele landet,13236
R06,2004,40 - 44,Mann,Helseregion Midt-Norge,1498
R06,2004,40 - 44,Mann,Helseregion Nord-Norge,1061
R06,2004,40 - 44,Mann,Helseregion Sør-Øst,8373
R06,2004,40 - 44,Mann,Helseregion Vest,2304
R06,2004,40 - 44,Mann,Akershus,1948
R06,2004,40 - 44,Mann,Aust-Agder,266
R06,2004,40 - 44,Mann,Buskerud,766
R06,2004,40 - 44,Mann,Finnmark,165
R06,2004,40 - 44,Mann,Hedmark,546
R06,2004,40 - 44,Mann,Hordaland,1145
R06,2004,40 - 44,Mann,Møre og Romsdal,539
R06,2004,40 - 44,Mann,Nordland,562
R06,2004,40 - 44,Mann,Oppland,494
R06,2004,40 - 44,Mann,Oslo,1951
R06,2004,40 - 44,Mann,Rogaland,940
R06,2004,40 - 44,Mann,Sogn og Fjordane,219
R06,2004,40 - 44,Mann,Telemark,436
R06,2004,40 - 44,Mann,Troms,334
R06,2004,40 - 44,Mann,Trøndelag,959
R06,2004,40 - 44,Mann,Vest-Agder,442
R06,2004,40 - 44,Mann,Vestfold,727
R06,2004,40 - 44,Mann,Østfold,797
R06,2004,45 - 49,Kvinne,Hele landet,23088
R06,2004,45 - 49,Kvinne,Helseregion Midt-Norge,2820
R06,2004,45 - 49,Kvinne,Helseregion Nord-Norge,1971
R06,2004,45 - 49,Kvinne,Helseregion Sør-Øst,14198
R06,2004,45 - 49,Kvinne,Helseregion Vest,4099
R06,2004,45 - 49,Kvinne,Akershus,2901
R06,2004,45 - 49,Kvinne,Aust-Agder,577
R06,2004,45 - 49,Kvinne,Buskerud,1386
R06,2004,45 - 49,Kvinne,Finnmark,304
R06,2004,45 - 49,Kvinne,Hedmark,1044
R06,2004,45 - 49,Kvinne,Hordaland,1940
R06,2004,45 - 49,Kvinne,Møre og Romsdal,1130
R06,2004,45 - 49,Kvinne,Nordland,1071
R06,2004,45 - 49,Kvinne,Oppland,878
R06,2004,45 - 49,Kvinne,Oslo,2835
R06,2004,45 - 49,Kvinne,Rogaland,1698
R06,2004,45 - 49,Kvinne,Sogn og Fjordane,461
R06,2004,45 - 49,Kvinne,Telemark,904
R06,2004,45 - 49,Kvinne,Troms,596
R06,2004,45 - 49,Kvinne,Trøndelag,1690
R06,2004,45 - 49,Kvinne,Vest-Agder,869
R06,2004,45 - 49,Kvinne,Vestfold,1296
R06,2004,45 - 49,Kvinne,Østfold,1508
R06,2004,45 - 49,Mann,Hele landet,12233
R06,2004,45 - 49,Mann,Helseregion Midt-Norge,1439
R06,2004,45 - 49,Mann,Helseregion Nord-Norge,920
R06,2004,45 - 49,Mann,Helseregion Sør-Øst,7817
R06,2004,45 - 49,Mann,Helseregion Vest,2057
R06,2004,45 - 49,Mann,Akershus,1792
R06,2004,45 - 49,Mann,Aust-Agder,260
R06,2004,45 - 49,Mann,Buskerud,727
R06,2004,45 - 49,Mann,Finnmark,148
R06,2004,45 - 49,Mann,Hedmark,574
R06,2004,45 - 49,Mann,Hordaland,1027
R06,2004,45 - 49,Mann,Møre og Romsdal,500
R06,2004,45 - 49,Mann,Nordland,498
R06,2004,45 - 49,Mann,Oppland,479
R06,2004,45 - 49,Mann,Oslo,1688
R06,2004,45 - 49,Mann,Rogaland,786
R06,2004,45 - 49,Mann,Sogn og Fjordane,244
R06,2004,45 - 49,Mann,Telemark,451
R06,2004,45 - 49,Mann,Troms,274
R06,2004,45 - 49,Mann,Trøndelag,939
R06,2004,45 - 49,Mann,Vest-Agder,404
R06,2004,45 - 49,Mann,Vestfold,637
R06,2004,45 - 49,Mann,Østfold,805
R06,2004,50 - 54,Kvinne,Hele landet,22499
R06,2004,50 - 54,Kvinne,Helseregion Midt-Norge,2822
R06,2004,50 - 54,Kvinne,Helseregion Nord-Norge,1861
R06,2004,50 - 54,Kvinne,Helseregion Sør-Øst,13949
R06,2004,50 - 54,Kvinne,Helseregion Vest,3867
R06,2004,50 - 54,Kvinne,Akershus,2683
R06,2004,50 - 54,Kvinne,Aust-Agder,581
R06,2004,50 - 54,Kvinne,Buskerud,1460
R06,2004,50 - 54,Kvinne,Finnmark,307
R06,2004,50 - 54,Kvinne,Hedmark,1112
R06,2004,50 - 54,Kvinne,Hordaland,1865
R06,2004,50 - 54,Kvinne,Møre og Romsdal,1172
R06,2004,50 - 54,Kvinne,Nordland,988
R06,2004,50 - 54,Kvinne,Oppland,904
R06,2004,50 - 54,Kvinne,Oslo,2697
R06,2004,50 - 54,Kvinne,Rogaland,1593
R06,2004,50 - 54,Kvinne,Sogn og Fjordane,409
R06,2004,50 - 54,Kvinne,Telemark,869
R06,2004,50 - 54,Kvinne,Troms,566
R06,2004,50 - 54,Kvinne,Trøndelag,1650
R06,2004,50 - 54,Kvinne,Vest-Agder,847
R06,2004,50 - 54,Kvinne,Vestfold,1298
R06,2004,50 - 54,Kvinne,Østfold,1498
R06,2004,50 - 54,Mann,Hele landet,11450
R06,2004,50 - 54,Mann,Helseregion Midt-Norge,1342
R06,2004,50 - 54,Mann,Helseregion Nord-Norge,881
R06,2004,50 - 54,Mann,Helseregion Sør-Øst,7270
R06,2004,50 - 54,Mann,Helseregion Vest,1957
R06,2004,50 - 54,Mann,Akershus,1463
R06,2004,50 - 54,Mann,Aust-Agder,277
R06,2004,50 - 54,Mann,Buskerud,704
R06,2004,50 - 54,Mann,Finnmark,132
R06,2004,50 - 54,Mann,Hedmark,509
R06,2004,50 - 54,Mann,Hordaland,945
R06,2004,50 - 54,Mann,Møre og Romsdal,550
R06,2004,50 - 54,Mann,Nordland,499
R06,2004,50 - 54,Mann,Oppland,469
R06,2004,50 - 54,Mann,Oslo,1528
R06,2004,50 - 54,Mann,Rogaland,797
R06,2004,50 - 54,Mann,Sogn og Fjordane,215
R06,2004,50 - 54,Mann,Telemark,443
R06,2004,50 - 54,Mann,Troms,250
R06,2004,50 - 54,Mann,Trøndelag,792
R06,2004,50 - 54,Mann,Vest-Agder,430
R06,2004,50 - 54,Mann,Vestfold,635
R06,2004,50 - 54,Mann,Østfold,812
R06,2004,55 - 59,Kvinne,Hele landet,22271
R06,2004,55 - 59,Kvinne,Helseregion Midt-Norge,2752
R06,2004,55 - 59,Kvinne,Helseregion Nord-Norge,1868
R06,2004,55 - 59,Kvinne,Helseregion Sør-Øst,14063
R06,2004,55 - 59,Kvinne,Helseregion Vest,3588
R06,2004,55 - 59,Kvinne,Akershus,2808
R06,2004,55 - 59,Kvinne,Aust-Agder,560
R06,2004,55 - 59,Kvinne,Buskerud,1391
R06,2004,55 - 59,Kvinne,Finnmark,299
R06,2004,55 - 59,Kvinne,Hedmark,1097
R06,2004,55 - 59,Kvinne,Hordaland,1798
R06,2004,55 - 59,Kvinne,Møre og Romsdal,1129
R06,2004,55 - 59,Kvinne,Nordland,993
