Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumAntall_unike_pasienter
R,2004,0 - 4,Mann,Oppland,1207
R,2004,0 - 4,Mann,Oslo,5500
R,2004,0 - 4,Mann,Rogaland,3083
R,2004,0 - 4,Mann,Sogn og Fjordane,1000
R,2004,0 - 4,Mann,Telemark,1256
R,2004,0 - 4,Mann,Troms,1057
R,2004,0 - 4,Mann,Trøndelag,2964
R,2004,0 - 4,Mann,Vest-Agder,1402
R,2004,0 - 4,Mann,Vestfold,1806
R,2004,0 - 4,Mann,Østfold,1898
R,2004,5 - 9,Kvinne,Hele landet,21775
R,2004,5 - 9,Kvinne,Helseregion Midt-Norge,3058
R,2004,5 - 9,Kvinne,Helseregion Nord-Norge,1900
R,2004,5 - 9,Kvinne,Helseregion Sør-Øst,11982
R,2004,5 - 9,Kvinne,Helseregion Vest,4835
R,2004,5 - 9,Kvinne,Akershus,2676
R,2004,5 - 9,Kvinne,Aust-Agder,492
R,2004,5 - 9,Kvinne,Buskerud,1108
R,2004,5 - 9,Kvinne,Finnmark,305
R,2004,5 - 9,Kvinne,Hedmark,882
R,2004,5 - 9,Kvinne,Hordaland,2393
R,2004,5 - 9,Kvinne,Møre og Romsdal,1295
R,2004,5 - 9,Kvinne,Nordland,939
R,2004,5 - 9,Kvinne,Oppland,777
R,2004,5 - 9,Kvinne,Oslo,2176
R,2004,5 - 9,Kvinne,Rogaland,1793
R,2004,5 - 9,Kvinne,Sogn og Fjordane,649
R,2004,5 - 9,Kvinne,Telemark,675
R,2004,5 - 9,Kvinne,Troms,656
R,2004,5 - 9,Kvinne,Trøndelag,1763
R,2004,5 - 9,Kvinne,Vest-Agder,897
R,2004,5 - 9,Kvinne,Vestfold,1082
R,2004,5 - 9,Kvinne,Østfold,1217
R,2004,5 - 9,Mann,Hele landet,28595
R,2004,5 - 9,Mann,Helseregion Midt-Norge,4161
R,2004,5 - 9,Mann,Helseregion Nord-Norge,2681
R,2004,5 - 9,Mann,Helseregion Sør-Øst,15534
R,2004,5 - 9,Mann,Helseregion Vest,6219
R,2004,5 - 9,Mann,Akershus,3396
R,2004,5 - 9,Mann,Aust-Agder,648
R,2004,5 - 9,Mann,Buskerud,1447
R,2004,5 - 9,Mann,Finnmark,439
R,2004,5 - 9,Mann,Hedmark,1280
R,2004,5 - 9,Mann,Hordaland,2992
R,2004,5 - 9,Mann,Møre og Romsdal,1732
R,2004,5 - 9,Mann,Nordland,1385
R,2004,5 - 9,Mann,Oppland,1106
R,2004,5 - 9,Mann,Oslo,2836
R,2004,5 - 9,Mann,Rogaland,2437
R,2004,5 - 9,Mann,Sogn og Fjordane,790
R,2004,5 - 9,Mann,Telemark,909
R,2004,5 - 9,Mann,Troms,857
R,2004,5 - 9,Mann,Trøndelag,2429
R,2004,5 - 9,Mann,Vest-Agder,1091
R,2004,5 - 9,Mann,Vestfold,1373
R,2004,5 - 9,Mann,Østfold,1448
R,2004,10 - 14,Kvinne,Hele landet,20296
R,2004,10 - 14,Kvinne,Helseregion Midt-Norge,2946
R,2004,10 - 14,Kvinne,Helseregion Nord-Norge,2016
R,2004,10 - 14,Kvinne,Helseregion Sør-Øst,10894
R,2004,10 - 14,Kvinne,Helseregion Vest,4440
R,2004,10 - 14,Kvinne,Akershus,2469
R,2004,10 - 14,Kvinne,Aust-Agder,456
R,2004,10 - 14,Kvinne,Buskerud,1056
R,2004,10 - 14,Kvinne,Finnmark,331
R,2004,10 - 14,Kvinne,Hedmark,954
R,2004,10 - 14,Kvinne,Hordaland,2121
R,2004,10 - 14,Kvinne,Møre og Romsdal,1178
R,2004,10 - 14,Kvinne,Nordland,1015
R,2004,10 - 14,Kvinne,Oppland,847
R,2004,10 - 14,Kvinne,Oslo,1742
R,2004,10 - 14,Kvinne,Rogaland,1764
R,2004,10 - 14,Kvinne,Sogn og Fjordane,555
R,2004,10 - 14,Kvinne,Telemark,616
R,2004,10 - 14,Kvinne,Troms,670
R,2004,10 - 14,Kvinne,Trøndelag,1768
R,2004,10 - 14,Kvinne,Vest-Agder,776
R,2004,10 - 14,Kvinne,Vestfold,971
R,2004,10 - 14,Kvinne,Østfold,1007
R,2004,10 - 14,Mann,Hele landet,26504
R,2004,10 - 14,Mann,Helseregion Midt-Norge,3999
R,2004,10 - 14,Mann,Helseregion Nord-Norge,2700
R,2004,10 - 14,Mann,Helseregion Sør-Øst,13924
R,2004,10 - 14,Mann,Helseregion Vest,5881
R,2004,10 - 14,Mann,Akershus,3165
R,2004,10 - 14,Mann,Aust-Agder,589
R,2004,10 - 14,Mann,Buskerud,1304
R,2004,10 - 14,Mann,Finnmark,434
R,2004,10 - 14,Mann,Hedmark,1235
R,2004,10 - 14,Mann,Hordaland,2838
R,2004,10 - 14,Mann,Møre og Romsdal,1595
R,2004,10 - 14,Mann,Nordland,1408
R,2004,10 - 14,Mann,Oppland,1087
R,2004,10 - 14,Mann,Oslo,2203
R,2004,10 - 14,Mann,Rogaland,2333
R,2004,10 - 14,Mann,Sogn og Fjordane,710
R,2004,10 - 14,Mann,Telemark,824
R,2004,10 - 14,Mann,Troms,858
R,2004,10 - 14,Mann,Trøndelag,2404
R,2004,10 - 14,Mann,Vest-Agder,944
R,2004,10 - 14,Mann,Vestfold,1249
R,2004,10 - 14,Mann,Østfold,1324
R,2004,15 - 19,Kvinne,Hele landet,25967
R,2004,15 - 19,Kvinne,Helseregion Midt-Norge,3947
R,2004,15 - 19,Kvinne,Helseregion Nord-Norge,2534
R,2004,15 - 19,Kvinne,Helseregion Sør-Øst,13642
R,2004,15 - 19,Kvinne,Helseregion Vest,5844
R,2004,15 - 19,Kvinne,Akershus,3042
R,2004,15 - 19,Kvinne,Aust-Agder,617
R,2004,15 - 19,Kvinne,Buskerud,1356
R,2004,15 - 19,Kvinne,Finnmark,424
R,2004,15 - 19,Kvinne,Hedmark,1210
R,2004,15 - 19,Kvinne,Hordaland,2811
R,2004,15 - 19,Kvinne,Møre og Romsdal,1616
R,2004,15 - 19,Kvinne,Nordland,1264
R,2004,15 - 19,Kvinne,Oppland,1044
R,2004,15 - 19,Kvinne,Oslo,2094
R,2004,15 - 19,Kvinne,Rogaland,2343
R,2004,15 - 19,Kvinne,Sogn og Fjordane,690
R,2004,15 - 19,Kvinne,Telemark,802
R,2004,15 - 19,Kvinne,Troms,846
R,2004,15 - 19,Kvinne,Trøndelag,2331
R,2004,15 - 19,Kvinne,Vest-Agder,898
R,2004,15 - 19,Kvinne,Vestfold,1235
R,2004,15 - 19,Kvinne,Østfold,1344
R,2004,15 - 19,Mann,Hele landet,22643
R,2004,15 - 19,Mann,Helseregion Midt-Norge,3488
R,2004,15 - 19,Mann,Helseregion Nord-Norge,2389
R,2004,15 - 19,Mann,Helseregion Sør-Øst,11718
R,2004,15 - 19,Mann,Helseregion Vest,5048
R,2004,15 - 19,Mann,Akershus,2631
R,2004,15 - 19,Mann,Aust-Agder,496
R,2004,15 - 19,Mann,Buskerud,1187
R,2004,15 - 19,Mann,Finnmark,351
R,2004,15 - 19,Mann,Hedmark,926
R,2004,15 - 19,Mann,Hordaland,2409
R,2004,15 - 19,Mann,Møre og Romsdal,1461
R,2004,15 - 19,Mann,Nordland,1284
R,2004,15 - 19,Mann,Oppland,894
R,2004,15 - 19,Mann,Oslo,1911
R,2004,15 - 19,Mann,Rogaland,2029
R,2004,15 - 19,Mann,Sogn og Fjordane,610
R,2004,15 - 19,Mann,Telemark,699
R,2004,15 - 19,Mann,Troms,754
R,2004,15 - 19,Mann,Trøndelag,2027
R,2004,15 - 19,Mann,Vest-Agder,805
R,2004,15 - 19,Mann,Vestfold,1038
R,2004,15 - 19,Mann,Østfold,1131
R,2004,20 - 24,Kvinne,Hele landet,27773
R,2004,20 - 24,Kvinne,Helseregion Midt-Norge,3910
R,2004,20 - 24,Kvinne,Helseregion Nord-Norge,2703
R,2004,20 - 24,Kvinne,Helseregion Sør-Øst,14879
R,2004,20 - 24,Kvinne,Helseregion Vest,6281
R,2004,20 - 24,Kvinne,Akershus,2984
R,2004,20 - 24,Kvinne,Aust-Agder,644
R,2004,20 - 24,Kvinne,Buskerud,1406
R,2004,20 - 24,Kvinne,Finnmark,445
R,2004,20 - 24,Kvinne,Hedmark,1157
R,2004,20 - 24,Kvinne,Hordaland,3068
R,2004,20 - 24,Kvinne,Møre og Romsdal,1662
R,2004,20 - 24,Kvinne,Nordland,1364
R,2004,20 - 24,Kvinne,Oppland,997
R,2004,20 - 24,Kvinne,Oslo,2940
R,2004,20 - 24,Kvinne,Rogaland,2544
R,2004,20 - 24,Kvinne,Sogn og Fjordane,669
R,2004,20 - 24,Kvinne,Telemark,877
R,2004,20 - 24,Kvinne,Troms,894
R,2004,20 - 24,Kvinne,Trøndelag,2248
R,2004,20 - 24,Kvinne,Vest-Agder,1102
R,2004,20 - 24,Kvinne,Vestfold,1290
R,2004,20 - 24,Kvinne,Østfold,1482
R,2004,20 - 24,Mann,Hele landet,19349
R,2004,20 - 24,Mann,Helseregion Midt-Norge,2887
R,2004,20 - 24,Mann,Helseregion Nord-Norge,1944
R,2004,20 - 24,Mann,Helseregion Sør-Øst,10118
R,2004,20 - 24,Mann,Helseregion Vest,4400
R,2004,20 - 24,Mann,Akershus,2091
R,2004,20 - 24,Mann,Aust-Agder,483
R,2004,20 - 24,Mann,Buskerud,970
R,2004,20 - 24,Mann,Finnmark,295
R,2004,20 - 24,Mann,Hedmark,770
R,2004,20 - 24,Mann,Hordaland,2163
R,2004,20 - 24,Mann,Møre og Romsdal,1299
R,2004,20 - 24,Mann,Nordland,980
R,2004,20 - 24,Mann,Oppland,746
R,2004,20 - 24,Mann,Oslo,1814
R,2004,20 - 24,Mann,Rogaland,1707
R,2004,20 - 24,Mann,Sogn og Fjordane,530
R,2004,20 - 24,Mann,Telemark,639
R,2004,20 - 24,Mann,Troms,669
R,2004,20 - 24,Mann,Trøndelag,1588
R,2004,20 - 24,Mann,Vest-Agder,746
R,2004,20 - 24,Mann,Vestfold,912
R,2004,20 - 24,Mann,Østfold,947
R,2004,25 - 29,Kvinne,Hele landet,32640
R,2004,25 - 29,Kvinne,Helseregion Midt-Norge,3975
R,2004,25 - 29,Kvinne,Helseregion Nord-Norge,2733
R,2004,25 - 29,Kvinne,Helseregion Sør-Øst,19030
R,2004,25 - 29,Kvinne,Helseregion Vest,6902
R,2004,25 - 29,Kvinne,Akershus,3198
R,2004,25 - 29,Kvinne,Aust-Agder,662
R,2004,25 - 29,Kvinne,Buskerud,1716
R,2004,25 - 29,Kvinne,Finnmark,471
R,2004,25 - 29,Kvinne,Hedmark,1150
R,2004,25 - 29,Kvinne,Hordaland,3459
R,2004,25 - 29,Kvinne,Møre og Romsdal,1529
R,2004,25 - 29,Kvinne,Nordland,1327
R,2004,25 - 29,Kvinne,Oppland,1021
R,2004,25 - 29,Kvinne,Oslo,5934
R,2004,25 - 29,Kvinne,Rogaland,2809
R,2004,25 - 29,Kvinne,Sogn og Fjordane,634
R,2004,25 - 29,Kvinne,Telemark,1016
R,2004,25 - 29,Kvinne,Troms,935
R,2004,25 - 29,Kvinne,Trøndelag,2446
R,2004,25 - 29,Kvinne,Vest-Agder,1151
R,2004,25 - 29,Kvinne,Vestfold,1459
R,2004,25 - 29,Kvinne,Østfold,1723
R,2004,25 - 29,Mann,Hele landet,23192
R,2004,25 - 29,Mann,Helseregion Midt-Norge,3108
R,2004,25 - 29,Mann,Helseregion Nord-Norge,1993
R,2004,25 - 29,Mann,Helseregion Sør-Øst,13192
R,2004,25 - 29,Mann,Helseregion Vest,4899
R,2004,25 - 29,Mann,Akershus,2288
R,2004,25 - 29,Mann,Aust-Agder,492
R,2004,25 - 29,Mann,Buskerud,1115
R,2004,25 - 29,Mann,Finnmark,340
R,2004,25 - 29,Mann,Hedmark,908
R,2004,25 - 29,Mann,Hordaland,2416
R,2004,25 - 29,Mann,Møre og Romsdal,1141
R,2004,25 - 29,Mann,Nordland,1000
R,2004,25 - 29,Mann,Oppland,781
R,2004,25 - 29,Mann,Oslo,3819
R,2004,25 - 29,Mann,Rogaland,2041
R,2004,25 - 29,Mann,Sogn og Fjordane,442
R,2004,25 - 29,Mann,Telemark,744
R,2004,25 - 29,Mann,Troms,653
R,2004,25 - 29,Mann,Trøndelag,1967
R,2004,25 - 29,Mann,Vest-Agder,825
R,2004,25 - 29,Mann,Vestfold,970
R,2004,25 - 29,Mann,Østfold,1250
R,2004,30 - 34,Kvinne,Hele landet,41849
R,2004,30 - 34,Kvinne,Helseregion Midt-Norge,4880
R,2004,30 - 34,Kvinne,Helseregion Nord-Norge,3593
R,2004,30 - 34,Kvinne,Helseregion Sør-Øst,25125
R,2004,30 - 34,Kvinne,Helseregion Vest,8251
R,2004,30 - 34,Kvinne,Akershus,4904
R,2004,30 - 34,Kvinne,Aust-Agder,871
R,2004,30 - 34,Kvinne,Buskerud,2277
R,2004,30 - 34,Kvinne,Finnmark,687
R,2004,30 - 34,Kvinne,Hedmark,1579
R,2004,30 - 34,Kvinne,Hordaland,4102
R,2004,30 - 34,Kvinne,Møre og Romsdal,1786
R,2004,30 - 34,Kvinne,Nordland,1721
R,2004,30 - 34,Kvinne,Oppland,1439
R,2004,30 - 34,Kvinne,Oslo,7118
R,2004,30 - 34,Kvinne,Rogaland,3373
R,2004,30 - 34,Kvinne,Sogn og Fjordane,776
R,2004,30 - 34,Kvinne,Telemark,1280
R,2004,30 - 34,Kvinne,Troms,1185
R,2004,30 - 34,Kvinne,Trøndelag,3094
R,2004,30 - 34,Kvinne,Vest-Agder,1416
R,2004,30 - 34,Kvinne,Vestfold,1912
R,2004,30 - 34,Kvinne,Østfold,2329
R,2004,30 - 34,Mann,Hele landet,29462
R,2004,30 - 34,Mann,Helseregion Midt-Norge,3529
R,2004,30 - 34,Mann,Helseregion Nord-Norge,2442
R,2004,30 - 34,Mann,Helseregion Sør-Øst,17626
R,2004,30 - 34,Mann,Helseregion Vest,5865
R,2004,30 - 34,Mann,Akershus,3351
R,2004,30 - 34,Mann,Aust-Agder,562
R,2004,30 - 34,Mann,Buskerud,1590
R,2004,30 - 34,Mann,Finnmark,451
R,2004,30 - 34,Mann,Hedmark,1057
R,2004,30 - 34,Mann,Hordaland,2976
R,2004,30 - 34,Mann,Møre og Romsdal,1347
R,2004,30 - 34,Mann,Nordland,1132
R,2004,30 - 34,Mann,Oppland,1008
R,2004,30 - 34,Mann,Oslo,5260
R,2004,30 - 34,Mann,Rogaland,2335
R,2004,30 - 34,Mann,Sogn og Fjordane,554
R,2004,30 - 34,Mann,Telemark,915
R,2004,30 - 34,Mann,Troms,859
R,2004,30 - 34,Mann,Trøndelag,2182
R,2004,30 - 34,Mann,Vest-Agder,941
R,2004,30 - 34,Mann,Vestfold,1277
R,2004,30 - 34,Mann,Østfold,1665
R,2004,35 - 39,Kvinne,Hele landet,44654
R,2004,35 - 39,Kvinne,Helseregion Midt-Norge,5453
R,2004,35 - 39,Kvinne,Helseregion Nord-Norge,3781
R,2004,35 - 39,Kvinne,Helseregion Sør-Øst,26733
R,2004,35 - 39,Kvinne,Helseregion Vest,8687
R,2004,35 - 39,Kvinne,Akershus,5940
R,2004,35 - 39,Kvinne,Aust-Agder,960
R,2004,35 - 39,Kvinne,Buskerud,2538
R,2004,35 - 39,Kvinne,Finnmark,630
R,2004,35 - 39,Kvinne,Hedmark,1790
R,2004,35 - 39,Kvinne,Hordaland,4351
R,2004,35 - 39,Kvinne,Møre og Romsdal,2039
R,2004,35 - 39,Kvinne,Nordland,1876
R,2004,35 - 39,Kvinne,Oppland,1650
R,2004,35 - 39,Kvinne,Oslo,5931
R,2004,35 - 39,Kvinne,Rogaland,3482
R,2004,35 - 39,Kvinne,Sogn og Fjordane,854
R,2004,35 - 39,Kvinne,Telemark,1499
R,2004,35 - 39,Kvinne,Troms,1275
R,2004,35 - 39,Kvinne,Trøndelag,3414
R,2004,35 - 39,Kvinne,Vest-Agder,1515
R,2004,35 - 39,Kvinne,Vestfold,2203
R,2004,35 - 39,Kvinne,Østfold,2707
R,2004,35 - 39,Mann,Hele landet,31475
R,2004,35 - 39,Mann,Helseregion Midt-Norge,3708
R,2004,35 - 39,Mann,Helseregion Nord-Norge,2649
R,2004,35 - 39,Mann,Helseregion Sør-Øst,18984
R,2004,35 - 39,Mann,Helseregion Vest,6134
R,2004,35 - 39,Mann,Akershus,4153
R,2004,35 - 39,Mann,Aust-Agder,643
R,2004,35 - 39,Mann,Buskerud,1806
R,2004,35 - 39,Mann,Finnmark,452
R,2004,35 - 39,Mann,Hedmark,1237
R,2004,35 - 39,Mann,Hordaland,2969
R,2004,35 - 39,Mann,Møre og Romsdal,1348
R,2004,35 - 39,Mann,Nordland,1315
R,2004,35 - 39,Mann,Oppland,1146
R,2004,35 - 39,Mann,Oslo,4756
R,2004,35 - 39,Mann,Rogaland,2519
R,2004,35 - 39,Mann,Sogn og Fjordane,646
R,2004,35 - 39,Mann,Telemark,970
R,2004,35 - 39,Mann,Troms,882
R,2004,35 - 39,Mann,Trøndelag,2360
R,2004,35 - 39,Mann,Vest-Agder,1005
R,2004,35 - 39,Mann,Vestfold,1447
R,2004,35 - 39,Mann,Østfold,1821
R,2004,40 - 44,Kvinne,Hele landet,42916
R,2004,40 - 44,Kvinne,Helseregion Midt-Norge,5161
R,2004,40 - 44,Kvinne,Helseregion Nord-Norge,3850
R,2004,40 - 44,Kvinne,Helseregion Sør-Øst,25655
R,2004,40 - 44,Kvinne,Helseregion Vest,8250
R,2004,40 - 44,Kvinne,Akershus,5712
R,2004,40 - 44,Kvinne,Aust-Agder,922
R,2004,40 - 44,Kvinne,Buskerud,2436
R,2004,40 - 44,Kvinne,Finnmark,679
R,2004,40 - 44,Kvinne,Hedmark,1771
R,2004,40 - 44,Kvinne,Hordaland,4026
R,2004,40 - 44,Kvinne,Møre og Romsdal,1942
R,2004,40 - 44,Kvinne,Nordland,1924
R,2004,40 - 44,Kvinne,Oppland,1687
R,2004,40 - 44,Kvinne,Oslo,5418
R,2004,40 - 44,Kvinne,Rogaland,3410
R,2004,40 - 44,Kvinne,Sogn og Fjordane,814
R,2004,40 - 44,Kvinne,Telemark,1447
R,2004,40 - 44,Kvinne,Troms,1247
R,2004,40 - 44,Kvinne,Trøndelag,3219
R,2004,40 - 44,Kvinne,Vest-Agder,1486
R,2004,40 - 44,Kvinne,Vestfold,2214
R,2004,40 - 44,Kvinne,Østfold,2562
R,2004,40 - 44,Mann,Hele landet,28658
R,2004,40 - 44,Mann,Helseregion Midt-Norge,3445
R,2004,40 - 44,Mann,Helseregion Nord-Norge,2380
R,2004,40 - 44,Mann,Helseregion Sør-Øst,17356
R,2004,40 - 44,Mann,Helseregion Vest,5477
R,2004,40 - 44,Mann,Akershus,4017
R,2004,40 - 44,Mann,Aust-Agder,584
R,2004,40 - 44,Mann,Buskerud,1567
R,2004,40 - 44,Mann,Finnmark,406
R,2004,40 - 44,Mann,Hedmark,1225
R,2004,40 - 44,Mann,Hordaland,2783
R,2004,40 - 44,Mann,Møre og Romsdal,1278
R,2004,40 - 44,Mann,Nordland,1217
R,2004,40 - 44,Mann,Oppland,1071
R,2004,40 - 44,Mann,Oslo,3959
R,2004,40 - 44,Mann,Rogaland,2139
R,2004,40 - 44,Mann,Sogn og Fjordane,555
R,2004,40 - 44,Mann,Telemark,902
R,2004,40 - 44,Mann,Troms,757
R,2004,40 - 44,Mann,Trøndelag,2167
R,2004,40 - 44,Mann,Vest-Agder,931
R,2004,40 - 44,Mann,Vestfold,1429
R,2004,40 - 44,Mann,Østfold,1671
R,2004,45 - 49,Kvinne,Hele landet,43466
R,2004,45 - 49,Kvinne,Helseregion Midt-Norge,5468
R,2004,45 - 49,Kvinne,Helseregion Nord-Norge,3865
R,2004,45 - 49,Kvinne,Helseregion Sør-Øst,25801
R,2004,45 - 49,Kvinne,Helseregion Vest,8332
R,2004,45 - 49,Kvinne,Akershus,5330
R,2004,45 - 49,Kvinne,Aust-Agder,1042
R,2004,45 - 49,Kvinne,Buskerud,2402
R,2004,45 - 49,Kvinne,Finnmark,582
R,2004,45 - 49,Kvinne,Hedmark,2018
R,2004,45 - 49,Kvinne,Hordaland,4110
R,2004,45 - 49,Kvinne,Møre og Romsdal,2168
R,2004,45 - 49,Kvinne,Nordland,2030
R,2004,45 - 49,Kvinne,Oppland,1740
R,2004,45 - 49,Kvinne,Oslo,5178
R,2004,45 - 49,Kvinne,Rogaland,3341
R,2004,45 - 49,Kvinne,Sogn og Fjordane,881
R,2004,45 - 49,Kvinne,Telemark,1593
R,2004,45 - 49,Kvinne,Troms,1253
R,2004,45 - 49,Kvinne,Trøndelag,3300
R,2004,45 - 49,Kvinne,Vest-Agder,1482
R,2004,45 - 49,Kvinne,Vestfold,2334
R,2004,45 - 49,Kvinne,Østfold,2682
R,2004,45 - 49,Mann,Hele landet,27329
R,2004,45 - 49,Mann,Helseregion Midt-Norge,3356
R,2004,45 - 49,Mann,Helseregion Nord-Norge,2299
R,2004,45 - 49,Mann,Helseregion Sør-Øst,16600
R,2004,45 - 49,Mann,Helseregion Vest,5074
R,2004,45 - 49,Mann,Akershus,3638
R,2004,45 - 49,Mann,Aust-Agder,604
R,2004,45 - 49,Mann,Buskerud,1507
R,2004,45 - 49,Mann,Finnmark,376
R,2004,45 - 49,Mann,Hedmark,1281
R,2004,45 - 49,Mann,Hordaland,2555
R,2004,45 - 49,Mann,Møre og Romsdal,1202
R,2004,45 - 49,Mann,Nordland,1204
R,2004,45 - 49,Mann,Oppland,1085
R,2004,45 - 49,Mann,Oslo,3529
R,2004,45 - 49,Mann,Rogaland,1966
R,2004,45 - 49,Mann,Sogn og Fjordane,553
R,2004,45 - 49,Mann,Telemark,968
R,2004,45 - 49,Mann,Troms,719
R,2004,45 - 49,Mann,Trøndelag,2154
R,2004,45 - 49,Mann,Vest-Agder,891
R,2004,45 - 49,Mann,Vestfold,1352
R,2004,45 - 49,Mann,Østfold,1745
R,2004,50 - 54,Kvinne,Hele landet,43786
R,2004,50 - 54,Kvinne,Helseregion Midt-Norge,5646
R,2004,50 - 54,Kvinne,Helseregion Nord-Norge,3925
R,2004,50 - 54,Kvinne,Helseregion Sør-Øst,26127
R,2004,50 - 54,Kvinne,Helseregion Vest,8088
R,2004,50 - 54,Kvinne,Akershus,5108
R,2004,50 - 54,Kvinne,Aust-Agder,1091
R,2004,50 - 54,Kvinne,Buskerud,2614
R,2004,50 - 54,Kvinne,Finnmark,649
R,2004,50 - 54,Kvinne,Hedmark,2127
R,2004,50 - 54,Kvinne,Hordaland,4002
R,2004,50 - 54,Kvinne,Møre og Romsdal,2237
R,2004,50 - 54,Kvinne,Nordland,1986
R,2004,50 - 54,Kvinne,Oppland,1788
R,2004,50 - 54,Kvinne,Oslo,5028
R,2004,50 - 54,Kvinne,Rogaland,3224
R,2004,50 - 54,Kvinne,Sogn og Fjordane,862
R,2004,50 - 54,Kvinne,Telemark,1709
R,2004,50 - 54,Kvinne,Troms,1290
R,2004,50 - 54,Kvinne,Trøndelag,3409
R,2004,50 - 54,Kvinne,Vest-Agder,1486
R,2004,50 - 54,Kvinne,Vestfold,2363
R,2004,50 - 54,Kvinne,Østfold,2813
R,2004,50 - 54,Mann,Hele landet,27832
R,2004,50 - 54,Mann,Helseregion Midt-Norge,3623
R,2004,50 - 54,Mann,Helseregion Nord-Norge,2389
R,2004,50 - 54,Mann,Helseregion Sør-Øst,16498
R,2004,50 - 54,Mann,Helseregion Vest,5322
R,2004,50 - 54,Mann,Akershus,3339
R,2004,50 - 54,Mann,Aust-Agder,656
R,2004,50 - 54,Mann,Buskerud,1595
R,2004,50 - 54,Mann,Finnmark,378
R,2004,50 - 54,Mann,Hedmark,1309
R,2004,50 - 54,Mann,Hordaland,2632
R,2004,50 - 54,Mann,Møre og Romsdal,1451
R,2004,50 - 54,Mann,Nordland,1265
R,2004,50 - 54,Mann,Oppland,1160
R,2004,50 - 54,Mann,Oslo,3302
R,2004,50 - 54,Mann,Rogaland,2100
R,2004,50 - 54,Mann,Sogn og Fjordane,590
R,2004,50 - 54,Mann,Telemark,985
R,2004,50 - 54,Mann,Troms,746
R,2004,50 - 54,Mann,Trøndelag,2172
R,2004,50 - 54,Mann,Vest-Agder,930
R,2004,50 - 54,Mann,Vestfold,1365
R,2004,50 - 54,Mann,Østfold,1857
R,2004,55 - 59,Kvinne,Hele landet,47259
R,2004,55 - 59,Kvinne,Helseregion Midt-Norge,6057
R,2004,55 - 59,Kvinne,Helseregion Nord-Norge,4208
R,2004,55 - 59,Kvinne,Helseregion Sør-Øst,28624
R,2004,55 - 59,Kvinne,Helseregion Vest,8370
R,2004,55 - 59,Kvinne,Akershus,5826
R,2004,55 - 59,Kvinne,Aust-Agder,1136
R,2004,55 - 59,Kvinne,Buskerud,2818
R,2004,55 - 59,Kvinne,Finnmark,674
R,2004,55 - 59,Kvinne,Hedmark,2309
R,2004,55 - 59,Kvinne,Hordaland,4287
R,2004,55 - 59,Kvinne,Møre og Romsdal,2363
R,2004,55 - 59,Kvinne,Nordland,2164
R,2004,55 - 59,Kvinne,Oppland,2009
R,2004,55 - 59,Kvinne,Oslo,5464
R,2004,55 - 59,Kvinne,Rogaland,3170
R,2004,55 - 59,Kvinne,Sogn og Fjordane,913
R,2004,55 - 59,Kvinne,Telemark,1804
R,2004,55 - 59,Kvinne,Troms,1370
R,2004,55 - 59,Kvinne,Trøndelag,3694
R,2004,55 - 59,Kvinne,Vest-Agder,1446
R,2004,55 - 59,Kvinne,Vestfold,2506
R,2004,55 - 59,Kvinne,Østfold,3306
R,2004,55 - 59,Mann,Hele landet,30665
R,2004,55 - 59,Mann,Helseregion Midt-Norge,3894
R,2004,55 - 59,Mann,Helseregion Nord-Norge,2693
