Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumAntall_unike_pasienter
R03,2004,0 - 4,Mann,Oppland,875
R03,2004,0 - 4,Mann,Oslo,4214
R03,2004,0 - 4,Mann,Rogaland,2155
R03,2004,0 - 4,Mann,Sogn og Fjordane,764
R03,2004,0 - 4,Mann,Telemark,951
R03,2004,0 - 4,Mann,Troms,807
R03,2004,0 - 4,Mann,Trøndelag,2189
R03,2004,0 - 4,Mann,Vest-Agder,1101
R03,2004,0 - 4,Mann,Vestfold,1347
R03,2004,0 - 4,Mann,Østfold,1350
R03,2004,5 - 9,Kvinne,Hele landet,10357
R03,2004,5 - 9,Kvinne,Helseregion Midt-Norge,1429
R03,2004,5 - 9,Kvinne,Helseregion Nord-Norge,895
R03,2004,5 - 9,Kvinne,Helseregion Sør-Øst,5794
R03,2004,5 - 9,Kvinne,Helseregion Vest,2239
R03,2004,5 - 9,Kvinne,Akershus,1291
R03,2004,5 - 9,Kvinne,Aust-Agder,252
R03,2004,5 - 9,Kvinne,Buskerud,524
R03,2004,5 - 9,Kvinne,Finnmark,116
R03,2004,5 - 9,Kvinne,Hedmark,427
R03,2004,5 - 9,Kvinne,Hordaland,1193
R03,2004,5 - 9,Kvinne,Møre og Romsdal,666
R03,2004,5 - 9,Kvinne,Nordland,447
R03,2004,5 - 9,Kvinne,Oppland,365
R03,2004,5 - 9,Kvinne,Oslo,987
R03,2004,5 - 9,Kvinne,Rogaland,716
R03,2004,5 - 9,Kvinne,Sogn og Fjordane,330
R03,2004,5 - 9,Kvinne,Telemark,385
R03,2004,5 - 9,Kvinne,Troms,332
R03,2004,5 - 9,Kvinne,Trøndelag,763
R03,2004,5 - 9,Kvinne,Vest-Agder,493
R03,2004,5 - 9,Kvinne,Vestfold,502
R03,2004,5 - 9,Kvinne,Østfold,568
R03,2004,5 - 9,Mann,Hele landet,14751
R03,2004,5 - 9,Mann,Helseregion Midt-Norge,2054
R03,2004,5 - 9,Mann,Helseregion Nord-Norge,1373
R03,2004,5 - 9,Mann,Helseregion Sør-Øst,8288
R03,2004,5 - 9,Mann,Helseregion Vest,3036
R03,2004,5 - 9,Mann,Akershus,1824
R03,2004,5 - 9,Mann,Aust-Agder,364
R03,2004,5 - 9,Mann,Buskerud,759
R03,2004,5 - 9,Mann,Finnmark,201
R03,2004,5 - 9,Mann,Hedmark,690
R03,2004,5 - 9,Mann,Hordaland,1536
R03,2004,5 - 9,Mann,Møre og Romsdal,918
R03,2004,5 - 9,Mann,Nordland,694
R03,2004,5 - 9,Mann,Oppland,586
R03,2004,5 - 9,Mann,Oslo,1429
R03,2004,5 - 9,Mann,Rogaland,1072
R03,2004,5 - 9,Mann,Sogn og Fjordane,428
R03,2004,5 - 9,Mann,Telemark,527
R03,2004,5 - 9,Mann,Troms,478
R03,2004,5 - 9,Mann,Trøndelag,1136
R03,2004,5 - 9,Mann,Vest-Agder,640
R03,2004,5 - 9,Mann,Vestfold,716
R03,2004,5 - 9,Mann,Østfold,753
R03,2004,10 - 14,Kvinne,Hele landet,7280
R03,2004,10 - 14,Kvinne,Helseregion Midt-Norge,1018
R03,2004,10 - 14,Kvinne,Helseregion Nord-Norge,742
R03,2004,10 - 14,Kvinne,Helseregion Sør-Øst,4098
R03,2004,10 - 14,Kvinne,Helseregion Vest,1422
R03,2004,10 - 14,Kvinne,Akershus,985
R03,2004,10 - 14,Kvinne,Aust-Agder,204
R03,2004,10 - 14,Kvinne,Buskerud,396
R03,2004,10 - 14,Kvinne,Finnmark,123
R03,2004,10 - 14,Kvinne,Hedmark,364
R03,2004,10 - 14,Kvinne,Hordaland,718
R03,2004,10 - 14,Kvinne,Møre og Romsdal,407
R03,2004,10 - 14,Kvinne,Nordland,350
R03,2004,10 - 14,Kvinne,Oppland,312
R03,2004,10 - 14,Kvinne,Oslo,603
R03,2004,10 - 14,Kvinne,Rogaland,539
R03,2004,10 - 14,Kvinne,Sogn og Fjordane,165
R03,2004,10 - 14,Kvinne,Telemark,240
R03,2004,10 - 14,Kvinne,Troms,269
R03,2004,10 - 14,Kvinne,Trøndelag,611
R03,2004,10 - 14,Kvinne,Vest-Agder,296
R03,2004,10 - 14,Kvinne,Vestfold,352
R03,2004,10 - 14,Kvinne,Østfold,346
R03,2004,10 - 14,Mann,Hele landet,10796
R03,2004,10 - 14,Mann,Helseregion Midt-Norge,1597
R03,2004,10 - 14,Mann,Helseregion Nord-Norge,1132
R03,2004,10 - 14,Mann,Helseregion Sør-Øst,5921
R03,2004,10 - 14,Mann,Helseregion Vest,2146
R03,2004,10 - 14,Mann,Akershus,1410
R03,2004,10 - 14,Mann,Aust-Agder,268
R03,2004,10 - 14,Mann,Buskerud,554
R03,2004,10 - 14,Mann,Finnmark,179
R03,2004,10 - 14,Mann,Hedmark,535
R03,2004,10 - 14,Mann,Hordaland,1123
R03,2004,10 - 14,Mann,Møre og Romsdal,612
R03,2004,10 - 14,Mann,Nordland,579
R03,2004,10 - 14,Mann,Oppland,442
R03,2004,10 - 14,Mann,Oslo,965
R03,2004,10 - 14,Mann,Rogaland,754
R03,2004,10 - 14,Mann,Sogn og Fjordane,269
R03,2004,10 - 14,Mann,Telemark,346
R03,2004,10 - 14,Mann,Troms,374
R03,2004,10 - 14,Mann,Trøndelag,985
R03,2004,10 - 14,Mann,Vest-Agder,398
R03,2004,10 - 14,Mann,Vestfold,486
R03,2004,10 - 14,Mann,Østfold,517
R03,2004,15 - 19,Kvinne,Hele landet,7904
R03,2004,15 - 19,Kvinne,Helseregion Midt-Norge,1177
R03,2004,15 - 19,Kvinne,Helseregion Nord-Norge,800
R03,2004,15 - 19,Kvinne,Helseregion Sør-Øst,4281
R03,2004,15 - 19,Kvinne,Helseregion Vest,1646
R03,2004,15 - 19,Kvinne,Akershus,953
R03,2004,15 - 19,Kvinne,Aust-Agder,235
R03,2004,15 - 19,Kvinne,Buskerud,451
R03,2004,15 - 19,Kvinne,Finnmark,140
R03,2004,15 - 19,Kvinne,Hedmark,418
R03,2004,15 - 19,Kvinne,Hordaland,863
R03,2004,15 - 19,Kvinne,Møre og Romsdal,521
R03,2004,15 - 19,Kvinne,Nordland,385
R03,2004,15 - 19,Kvinne,Oppland,325
R03,2004,15 - 19,Kvinne,Oslo,567
R03,2004,15 - 19,Kvinne,Rogaland,613
R03,2004,15 - 19,Kvinne,Sogn og Fjordane,170
R03,2004,15 - 19,Kvinne,Telemark,264
R03,2004,15 - 19,Kvinne,Troms,275
R03,2004,15 - 19,Kvinne,Trøndelag,656
R03,2004,15 - 19,Kvinne,Vest-Agder,277
R03,2004,15 - 19,Kvinne,Vestfold,377
R03,2004,15 - 19,Kvinne,Østfold,414
R03,2004,15 - 19,Mann,Hele landet,6735
R03,2004,15 - 19,Mann,Helseregion Midt-Norge,946
R03,2004,15 - 19,Mann,Helseregion Nord-Norge,790
R03,2004,15 - 19,Mann,Helseregion Sør-Øst,3635
R03,2004,15 - 19,Mann,Helseregion Vest,1364
R03,2004,15 - 19,Mann,Akershus,812
R03,2004,15 - 19,Mann,Aust-Agder,168
R03,2004,15 - 19,Mann,Buskerud,407
R03,2004,15 - 19,Mann,Finnmark,99
R03,2004,15 - 19,Mann,Hedmark,302
R03,2004,15 - 19,Mann,Hordaland,697
R03,2004,15 - 19,Mann,Møre og Romsdal,390
R03,2004,15 - 19,Mann,Nordland,426
R03,2004,15 - 19,Mann,Oppland,262
R03,2004,15 - 19,Mann,Oslo,577
R03,2004,15 - 19,Mann,Rogaland,515
R03,2004,15 - 19,Mann,Sogn og Fjordane,152
R03,2004,15 - 19,Mann,Telemark,195
R03,2004,15 - 19,Mann,Troms,265
R03,2004,15 - 19,Mann,Trøndelag,556
R03,2004,15 - 19,Mann,Vest-Agder,245
R03,2004,15 - 19,Mann,Vestfold,304
R03,2004,15 - 19,Mann,Østfold,363
R03,2004,20 - 24,Kvinne,Hele landet,6847
R03,2004,20 - 24,Kvinne,Helseregion Midt-Norge,900
R03,2004,20 - 24,Kvinne,Helseregion Nord-Norge,759
R03,2004,20 - 24,Kvinne,Helseregion Sør-Øst,3747
R03,2004,20 - 24,Kvinne,Helseregion Vest,1441
R03,2004,20 - 24,Kvinne,Akershus,734
R03,2004,20 - 24,Kvinne,Aust-Agder,198
R03,2004,20 - 24,Kvinne,Buskerud,384
R03,2004,20 - 24,Kvinne,Finnmark,118
R03,2004,20 - 24,Kvinne,Hedmark,301
R03,2004,20 - 24,Kvinne,Hordaland,727
R03,2004,20 - 24,Kvinne,Møre og Romsdal,413
R03,2004,20 - 24,Kvinne,Nordland,380
R03,2004,20 - 24,Kvinne,Oppland,278
R03,2004,20 - 24,Kvinne,Oslo,645
R03,2004,20 - 24,Kvinne,Rogaland,557
R03,2004,20 - 24,Kvinne,Sogn og Fjordane,157
R03,2004,20 - 24,Kvinne,Telemark,216
R03,2004,20 - 24,Kvinne,Troms,261
R03,2004,20 - 24,Kvinne,Trøndelag,487
R03,2004,20 - 24,Kvinne,Vest-Agder,274
R03,2004,20 - 24,Kvinne,Vestfold,349
R03,2004,20 - 24,Kvinne,Østfold,368
R03,2004,20 - 24,Mann,Hele landet,4825
R03,2004,20 - 24,Mann,Helseregion Midt-Norge,665
R03,2004,20 - 24,Mann,Helseregion Nord-Norge,578
R03,2004,20 - 24,Mann,Helseregion Sør-Øst,2563
R03,2004,20 - 24,Mann,Helseregion Vest,1019
R03,2004,20 - 24,Mann,Akershus,528
R03,2004,20 - 24,Mann,Aust-Agder,143
R03,2004,20 - 24,Mann,Buskerud,261
R03,2004,20 - 24,Mann,Finnmark,89
R03,2004,20 - 24,Mann,Hedmark,216
R03,2004,20 - 24,Mann,Hordaland,518
R03,2004,20 - 24,Mann,Møre og Romsdal,297
R03,2004,20 - 24,Mann,Nordland,278
R03,2004,20 - 24,Mann,Oppland,218
R03,2004,20 - 24,Mann,Oslo,401
R03,2004,20 - 24,Mann,Rogaland,395
R03,2004,20 - 24,Mann,Sogn og Fjordane,106
R03,2004,20 - 24,Mann,Telemark,165
R03,2004,20 - 24,Mann,Troms,211
R03,2004,20 - 24,Mann,Trøndelag,368
R03,2004,20 - 24,Mann,Vest-Agder,162
R03,2004,20 - 24,Mann,Vestfold,220
R03,2004,20 - 24,Mann,Østfold,249
R03,2004,25 - 29,Kvinne,Hele landet,7522
R03,2004,25 - 29,Kvinne,Helseregion Midt-Norge,902
R03,2004,25 - 29,Kvinne,Helseregion Nord-Norge,721
R03,2004,25 - 29,Kvinne,Helseregion Sør-Øst,4449
R03,2004,25 - 29,Kvinne,Helseregion Vest,1450
R03,2004,25 - 29,Kvinne,Akershus,753
R03,2004,25 - 29,Kvinne,Aust-Agder,176
R03,2004,25 - 29,Kvinne,Buskerud,432
R03,2004,25 - 29,Kvinne,Finnmark,130
R03,2004,25 - 29,Kvinne,Hedmark,261
R03,2004,25 - 29,Kvinne,Hordaland,773
R03,2004,25 - 29,Kvinne,Møre og Romsdal,362
R03,2004,25 - 29,Kvinne,Nordland,328
R03,2004,25 - 29,Kvinne,Oppland,290
R03,2004,25 - 29,Kvinne,Oslo,1260
R03,2004,25 - 29,Kvinne,Rogaland,558
R03,2004,25 - 29,Kvinne,Sogn og Fjordane,119
R03,2004,25 - 29,Kvinne,Telemark,269
R03,2004,25 - 29,Kvinne,Troms,263
R03,2004,25 - 29,Kvinne,Trøndelag,540
R03,2004,25 - 29,Kvinne,Vest-Agder,269
R03,2004,25 - 29,Kvinne,Vestfold,336
R03,2004,25 - 29,Kvinne,Østfold,403
R03,2004,25 - 29,Mann,Hele landet,5506
R03,2004,25 - 29,Mann,Helseregion Midt-Norge,680
R03,2004,25 - 29,Mann,Helseregion Nord-Norge,572
R03,2004,25 - 29,Mann,Helseregion Sør-Øst,3205
R03,2004,25 - 29,Mann,Helseregion Vest,1049
R03,2004,25 - 29,Mann,Akershus,565
R03,2004,25 - 29,Mann,Aust-Agder,105
R03,2004,25 - 29,Mann,Buskerud,261
R03,2004,25 - 29,Mann,Finnmark,108
R03,2004,25 - 29,Mann,Hedmark,238
R03,2004,25 - 29,Mann,Hordaland,523
R03,2004,25 - 29,Mann,Møre og Romsdal,253
R03,2004,25 - 29,Mann,Nordland,271
R03,2004,25 - 29,Mann,Oppland,203
R03,2004,25 - 29,Mann,Oslo,898
R03,2004,25 - 29,Mann,Rogaland,427
R03,2004,25 - 29,Mann,Sogn og Fjordane,99
R03,2004,25 - 29,Mann,Telemark,187
R03,2004,25 - 29,Mann,Troms,193
R03,2004,25 - 29,Mann,Trøndelag,427
R03,2004,25 - 29,Mann,Vest-Agder,218
R03,2004,25 - 29,Mann,Vestfold,226
R03,2004,25 - 29,Mann,Østfold,304
R03,2004,30 - 34,Kvinne,Hele landet,9525
R03,2004,30 - 34,Kvinne,Helseregion Midt-Norge,1051
R03,2004,30 - 34,Kvinne,Helseregion Nord-Norge,956
R03,2004,30 - 34,Kvinne,Helseregion Sør-Øst,5848
R03,2004,30 - 34,Kvinne,Helseregion Vest,1670
R03,2004,30 - 34,Kvinne,Akershus,1102
R03,2004,30 - 34,Kvinne,Aust-Agder,256
R03,2004,30 - 34,Kvinne,Buskerud,531
R03,2004,30 - 34,Kvinne,Finnmark,178
R03,2004,30 - 34,Kvinne,Hedmark,409
R03,2004,30 - 34,Kvinne,Hordaland,890
R03,2004,30 - 34,Kvinne,Møre og Romsdal,392
R03,2004,30 - 34,Kvinne,Nordland,421
R03,2004,30 - 34,Kvinne,Oppland,369
R03,2004,30 - 34,Kvinne,Oslo,1497
R03,2004,30 - 34,Kvinne,Rogaland,631
R03,2004,30 - 34,Kvinne,Sogn og Fjordane,149
R03,2004,30 - 34,Kvinne,Telemark,291
R03,2004,30 - 34,Kvinne,Troms,357
R03,2004,30 - 34,Kvinne,Trøndelag,659
R03,2004,30 - 34,Kvinne,Vest-Agder,371
R03,2004,30 - 34,Kvinne,Vestfold,458
R03,2004,30 - 34,Kvinne,Østfold,564
R03,2004,30 - 34,Mann,Hele landet,7117
R03,2004,30 - 34,Mann,Helseregion Midt-Norge,880
R03,2004,30 - 34,Mann,Helseregion Nord-Norge,725
R03,2004,30 - 34,Mann,Helseregion Sør-Øst,4242
R03,2004,30 - 34,Mann,Helseregion Vest,1270
R03,2004,30 - 34,Mann,Akershus,793
R03,2004,30 - 34,Mann,Aust-Agder,147
R03,2004,30 - 34,Mann,Buskerud,394
R03,2004,30 - 34,Mann,Finnmark,138
R03,2004,30 - 34,Mann,Hedmark,295
R03,2004,30 - 34,Mann,Hordaland,657
R03,2004,30 - 34,Mann,Møre og Romsdal,318
R03,2004,30 - 34,Mann,Nordland,314
R03,2004,30 - 34,Mann,Oppland,273
R03,2004,30 - 34,Mann,Oslo,1169
R03,2004,30 - 34,Mann,Rogaland,489
R03,2004,30 - 34,Mann,Sogn og Fjordane,124
R03,2004,30 - 34,Mann,Telemark,222
R03,2004,30 - 34,Mann,Troms,273
R03,2004,30 - 34,Mann,Trøndelag,562
R03,2004,30 - 34,Mann,Vest-Agder,228
R03,2004,30 - 34,Mann,Vestfold,294
R03,2004,30 - 34,Mann,Østfold,427
R03,2004,35 - 39,Kvinne,Hele landet,10804
R03,2004,35 - 39,Kvinne,Helseregion Midt-Norge,1321
R03,2004,35 - 39,Kvinne,Helseregion Nord-Norge,1024
R03,2004,35 - 39,Kvinne,Helseregion Sør-Øst,6512
R03,2004,35 - 39,Kvinne,Helseregion Vest,1947
R03,2004,35 - 39,Kvinne,Akershus,1358
R03,2004,35 - 39,Kvinne,Aust-Agder,252
R03,2004,35 - 39,Kvinne,Buskerud,627
R03,2004,35 - 39,Kvinne,Finnmark,164
R03,2004,35 - 39,Kvinne,Hedmark,457
R03,2004,35 - 39,Kvinne,Hordaland,1024
R03,2004,35 - 39,Kvinne,Møre og Romsdal,543
R03,2004,35 - 39,Kvinne,Nordland,484
R03,2004,35 - 39,Kvinne,Oppland,452
R03,2004,35 - 39,Kvinne,Oslo,1374
R03,2004,35 - 39,Kvinne,Rogaland,745
R03,2004,35 - 39,Kvinne,Sogn og Fjordane,178
R03,2004,35 - 39,Kvinne,Telemark,380
R03,2004,35 - 39,Kvinne,Troms,376
R03,2004,35 - 39,Kvinne,Trøndelag,778
R03,2004,35 - 39,Kvinne,Vest-Agder,387
R03,2004,35 - 39,Kvinne,Vestfold,538
R03,2004,35 - 39,Kvinne,Østfold,687
R03,2004,35 - 39,Mann,Hele landet,7858
R03,2004,35 - 39,Mann,Helseregion Midt-Norge,937
R03,2004,35 - 39,Mann,Helseregion Nord-Norge,801
R03,2004,35 - 39,Mann,Helseregion Sør-Øst,4678
R03,2004,35 - 39,Mann,Helseregion Vest,1442
R03,2004,35 - 39,Mann,Akershus,952
R03,2004,35 - 39,Mann,Aust-Agder,185
R03,2004,35 - 39,Mann,Buskerud,478
R03,2004,35 - 39,Mann,Finnmark,137
R03,2004,35 - 39,Mann,Hedmark,323
R03,2004,35 - 39,Mann,Hordaland,704
R03,2004,35 - 39,Mann,Møre og Romsdal,360
R03,2004,35 - 39,Mann,Nordland,382
R03,2004,35 - 39,Mann,Oppland,286
R03,2004,35 - 39,Mann,Oslo,1124
R03,2004,35 - 39,Mann,Rogaland,586
R03,2004,35 - 39,Mann,Sogn og Fjordane,152
R03,2004,35 - 39,Mann,Telemark,245
R03,2004,35 - 39,Mann,Troms,282
R03,2004,35 - 39,Mann,Trøndelag,577
R03,2004,35 - 39,Mann,Vest-Agder,269
R03,2004,35 - 39,Mann,Vestfold,369
R03,2004,35 - 39,Mann,Østfold,447
R03,2004,40 - 44,Kvinne,Hele landet,11436
R03,2004,40 - 44,Kvinne,Helseregion Midt-Norge,1304
R03,2004,40 - 44,Kvinne,Helseregion Nord-Norge,1108
R03,2004,40 - 44,Kvinne,Helseregion Sør-Øst,7083
R03,2004,40 - 44,Kvinne,Helseregion Vest,1941
R03,2004,40 - 44,Kvinne,Akershus,1581
R03,2004,40 - 44,Kvinne,Aust-Agder,266
R03,2004,40 - 44,Kvinne,Buskerud,685
R03,2004,40 - 44,Kvinne,Finnmark,210
R03,2004,40 - 44,Kvinne,Hedmark,517
R03,2004,40 - 44,Kvinne,Hordaland,1053
R03,2004,40 - 44,Kvinne,Møre og Romsdal,532
R03,2004,40 - 44,Kvinne,Nordland,529
R03,2004,40 - 44,Kvinne,Oppland,487
R03,2004,40 - 44,Kvinne,Oslo,1368
R03,2004,40 - 44,Kvinne,Rogaland,716
R03,2004,40 - 44,Kvinne,Sogn og Fjordane,172
R03,2004,40 - 44,Kvinne,Telemark,417
R03,2004,40 - 44,Kvinne,Troms,369
R03,2004,40 - 44,Kvinne,Trøndelag,772
R03,2004,40 - 44,Kvinne,Vest-Agder,423
R03,2004,40 - 44,Kvinne,Vestfold,598
R03,2004,40 - 44,Kvinne,Østfold,741
R03,2004,40 - 44,Mann,Hele landet,7628
R03,2004,40 - 44,Mann,Helseregion Midt-Norge,919
R03,2004,40 - 44,Mann,Helseregion Nord-Norge,732
R03,2004,40 - 44,Mann,Helseregion Sør-Øst,4652
R03,2004,40 - 44,Mann,Helseregion Vest,1325
R03,2004,40 - 44,Mann,Akershus,1023
R03,2004,40 - 44,Mann,Aust-Agder,151
R03,2004,40 - 44,Mann,Buskerud,420
R03,2004,40 - 44,Mann,Finnmark,135
R03,2004,40 - 44,Mann,Hedmark,348
R03,2004,40 - 44,Mann,Hordaland,683
R03,2004,40 - 44,Mann,Møre og Romsdal,341
R03,2004,40 - 44,Mann,Nordland,360
R03,2004,40 - 44,Mann,Oppland,299
R03,2004,40 - 44,Mann,Oslo,1032
R03,2004,40 - 44,Mann,Rogaland,506
R03,2004,40 - 44,Mann,Sogn og Fjordane,136
R03,2004,40 - 44,Mann,Telemark,264
R03,2004,40 - 44,Mann,Troms,237
R03,2004,40 - 44,Mann,Trøndelag,578
R03,2004,40 - 44,Mann,Vest-Agder,262
R03,2004,40 - 44,Mann,Vestfold,370
R03,2004,40 - 44,Mann,Østfold,483
R03,2004,45 - 49,Kvinne,Hele landet,12388
R03,2004,45 - 49,Kvinne,Helseregion Midt-Norge,1479
R03,2004,45 - 49,Kvinne,Helseregion Nord-Norge,1209
R03,2004,45 - 49,Kvinne,Helseregion Sør-Øst,7614
R03,2004,45 - 49,Kvinne,Helseregion Vest,2086
R03,2004,45 - 49,Kvinne,Akershus,1533
R03,2004,45 - 49,Kvinne,Aust-Agder,313
R03,2004,45 - 49,Kvinne,Buskerud,714
R03,2004,45 - 49,Kvinne,Finnmark,182
R03,2004,45 - 49,Kvinne,Hedmark,585
R03,2004,45 - 49,Kvinne,Hordaland,1121
R03,2004,45 - 49,Kvinne,Møre og Romsdal,614
R03,2004,45 - 49,Kvinne,Nordland,607
R03,2004,45 - 49,Kvinne,Oppland,492
R03,2004,45 - 49,Kvinne,Oslo,1459
R03,2004,45 - 49,Kvinne,Rogaland,775
R03,2004,45 - 49,Kvinne,Sogn og Fjordane,190
R03,2004,45 - 49,Kvinne,Telemark,514
R03,2004,45 - 49,Kvinne,Troms,420
R03,2004,45 - 49,Kvinne,Trøndelag,865
R03,2004,45 - 49,Kvinne,Vest-Agder,430
R03,2004,45 - 49,Kvinne,Vestfold,739
R03,2004,45 - 49,Kvinne,Østfold,835
R03,2004,45 - 49,Mann,Hele landet,7711
R03,2004,45 - 49,Mann,Helseregion Midt-Norge,908
R03,2004,45 - 49,Mann,Helseregion Nord-Norge,766
R03,2004,45 - 49,Mann,Helseregion Sør-Øst,4757
R03,2004,45 - 49,Mann,Helseregion Vest,1280
R03,2004,45 - 49,Mann,Akershus,1013
R03,2004,45 - 49,Mann,Aust-Agder,210
R03,2004,45 - 49,Mann,Buskerud,405
R03,2004,45 - 49,Mann,Finnmark,121
R03,2004,45 - 49,Mann,Hedmark,366
R03,2004,45 - 49,Mann,Hordaland,674
R03,2004,45 - 49,Mann,Møre og Romsdal,335
R03,2004,45 - 49,Mann,Nordland,383
R03,2004,45 - 49,Mann,Oppland,315
R03,2004,45 - 49,Mann,Oslo,970
R03,2004,45 - 49,Mann,Rogaland,482
R03,2004,45 - 49,Mann,Sogn og Fjordane,124
R03,2004,45 - 49,Mann,Telemark,310
R03,2004,45 - 49,Mann,Troms,262
R03,2004,45 - 49,Mann,Trøndelag,573
R03,2004,45 - 49,Mann,Vest-Agder,273
R03,2004,45 - 49,Mann,Vestfold,384
R03,2004,45 - 49,Mann,Østfold,511
R03,2004,50 - 54,Kvinne,Hele landet,13114
R03,2004,50 - 54,Kvinne,Helseregion Midt-Norge,1646
R03,2004,50 - 54,Kvinne,Helseregion Nord-Norge,1278
R03,2004,50 - 54,Kvinne,Helseregion Sør-Øst,7967
R03,2004,50 - 54,Kvinne,Helseregion Vest,2223
R03,2004,50 - 54,Kvinne,Akershus,1486
R03,2004,50 - 54,Kvinne,Aust-Agder,342
R03,2004,50 - 54,Kvinne,Buskerud,859
R03,2004,50 - 54,Kvinne,Finnmark,230
R03,2004,50 - 54,Kvinne,Hedmark,638
R03,2004,50 - 54,Kvinne,Hordaland,1162
R03,2004,50 - 54,Kvinne,Møre og Romsdal,660
R03,2004,50 - 54,Kvinne,Nordland,593
R03,2004,50 - 54,Kvinne,Oppland,578
R03,2004,50 - 54,Kvinne,Oslo,1397
R03,2004,50 - 54,Kvinne,Rogaland,820
R03,2004,50 - 54,Kvinne,Sogn og Fjordane,241
R03,2004,50 - 54,Kvinne,Telemark,530
R03,2004,50 - 54,Kvinne,Troms,455
R03,2004,50 - 54,Kvinne,Trøndelag,986
R03,2004,50 - 54,Kvinne,Vest-Agder,462
R03,2004,50 - 54,Kvinne,Vestfold,773
R03,2004,50 - 54,Kvinne,Østfold,902
R03,2004,50 - 54,Mann,Hele landet,8492
R03,2004,50 - 54,Mann,Helseregion Midt-Norge,1181
R03,2004,50 - 54,Mann,Helseregion Nord-Norge,841
R03,2004,50 - 54,Mann,Helseregion Sør-Øst,4929
R03,2004,50 - 54,Mann,Helseregion Vest,1541
R03,2004,50 - 54,Mann,Akershus,940
R03,2004,50 - 54,Mann,Aust-Agder,213
R03,2004,50 - 54,Mann,Buskerud,493
R03,2004,50 - 54,Mann,Finnmark,144
R03,2004,50 - 54,Mann,Hedmark,432
R03,2004,50 - 54,Mann,Hordaland,798
R03,2004,50 - 54,Mann,Møre og Romsdal,484
R03,2004,50 - 54,Mann,Nordland,421
R03,2004,50 - 54,Mann,Oppland,346
R03,2004,50 - 54,Mann,Oslo,945
R03,2004,50 - 54,Mann,Rogaland,563
R03,2004,50 - 54,Mann,Sogn og Fjordane,180
R03,2004,50 - 54,Mann,Telemark,318
R03,2004,50 - 54,Mann,Troms,276
R03,2004,50 - 54,Mann,Trøndelag,697
R03,2004,50 - 54,Mann,Vest-Agder,268
R03,2004,50 - 54,Mann,Vestfold,408
R03,2004,50 - 54,Mann,Østfold,566
R03,2004,55 - 59,Kvinne,Hele landet,15798
R03,2004,55 - 59,Kvinne,Helseregion Midt-Norge,1993
R03,2004,55 - 59,Kvinne,Helseregion Nord-Norge,1595
R03,2004,55 - 59,Kvinne,Helseregion Sør-Øst,9657
R03,2004,55 - 59,Kvinne,Helseregion Vest,2553
R03,2004,55 - 59,Kvinne,Akershus,1955
R03,2004,55 - 59,Kvinne,Aust-Agder,418
R03,2004,55 - 59,Kvinne,Buskerud,978
R03,2004,55 - 59,Kvinne,Finnmark,259
R03,2004,55 - 59,Kvinne,Hedmark,779
R03,2004,55 - 59,Kvinne,Hordaland,1372
R03,2004,55 - 59,Kvinne,Møre og Romsdal,839
R03,2004,55 - 59,Kvinne,Nordland,798
R03,2004,55 - 59,Kvinne,Oppland,668
R03,2004,55 - 59,Kvinne,Oslo,1709
R03,2004,55 - 59,Kvinne,Rogaland,919
